Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	18.303	1	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.501	3	19.357	0.150	1	255	
2	0	22.900	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	9	25.003	0.000	0	255	
3	1	29.883	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.576	3	31.269	0.150	1	255	
4	0	38.255	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.551	3	39.056	0.150	1	255	
5	0	42.552	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.601	3	43.672	0.150	1	255	
6	0	47.036	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.551	9	47.530	0.150	1	255	
7	0	50.688	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	3	51.313	0.150	1	255	
8	0	55.167	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	9	55.634	0.150	1	255	
9	0	59.554	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	3	60.280	0.000	0	255	
10	1	64.715	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	3	65.773	0.000	0	255	
11	1	70.282	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	9	71.203	0.150	1	255	
12	0	74.446	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	3	74.901	0.000	0	255	
13	1	79.956	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.526	9	80.774	0.150	1	255	
14	0	84.274	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.551	9	84.881	0.150	1	255	
15	0	88.576	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	9	89.415	0.150	1	255	
16	0	92.470	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	3	92.981	0.000	0	255	
17	1	99.929	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.526	9	100.635	0.150	1	255	
18	0	103.874	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	9	104.439	0.150	1	255	
19	0	107.690	0	30	1	0.250	2	9	0.0	0.0	4	45.0	30.000	9	0.551	9	108.913	0.150	1	255	
20	0	111.969	0	30	1	0.250	2	3	0.0	0.0	9	45.0	30.000	3	0.576	9	112.655	0.000	0	255	
21	0	115.709	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	3	116.763	0.000	0	255	
22	1	123.645	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	3	124.675	0.000	0	255	
23	1	128.665	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	9	129.467	0.150	1	255	
24	0	132.553	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	3	133.521	0.150	1	255	
25	0	136.801	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.551	3	137.427	0.150	1	255	
26	0	141.751	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.601	3	142.647	0.150	1	255	
27	0	146.143	1	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.576	3	150.235	0.150	1	255	
28	0	154.177	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.551	3	155.076	0.150	1	255	
29	0	158.339	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.501	3	159.616	0.150	1	255	
30	0	162.625	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	3	163.430	0.150	1	255	
31	0	166.785	0	30	1	0.250	2	3	0.0	0.0	7	45.0	30.000	3	0.551	9	168.037	0.000	0	255	
32	0	171.070	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	9	171.918	0.150	1	255	
33	0	175.375	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	9	175.890	0.150	1	255	
34	0	179.333	0	30	1	0.250	2	3	0.0	0.0	10	45.0	30.000	3	0.526	9	179.997	0.000	0	255	
35	0	183.276	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	9	184.078	0.150	1	255	
36	0	187.206	0	30	1	0.250	2	3	0.0	0.0	7	45.0	30.000	3	0.601	9	187.871	0.000	0	255	
37	0	190.842	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	3	191.903	0.000	0	255	
38	0	195.011	0	30	1	0.250	2	9	0.0	0.0	12	45.0	30.000	9	0.551	3	195.651	0.000	0	255	
39	0	199.646	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.526	3	200.304	0.000	0	255	
40	1	206.302	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	9	206.924	0.150	1	255	
41	0	211.615	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	9	212.625	0.150	1	255	
42	0	215.491	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	3	216.327	0.000	0	255	
43	0	219.332	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	3	220.123	0.150	1	255	
44	0	223.012	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.551	3	223.808	0.150	1	255	
45	0	227.086	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	9	228.337	0.150	1	255	
46	0	231.341	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	3	231.746	0.150	1	255	
47	0	234.759	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.501	9	235.518	0.150	1	255	
48	0	237.776	1	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.551	9	241.608	0.000	0	255	
49	1	245.798	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.601	3	246.914	0.150	1	255	
50	0	249.663	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.576	3	251.002	0.150	1	255	
51	0	253.774	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.551	9	254.665	0.150	1	255	
52	0	257.568	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.526	3	258.424	0.000	0	255	
53	1	262.896	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.576	9	263.560	0.150	1	255	
54	0	266.569	1	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.501	3	270.909	0.150	1	255	
55	0	274.158	0	30	1	0.250	2	9	0.0	0.0	2	45.0	30.000	9	0.601	3	275.092	0.000	0	255	
56	0	278.296	0	30	1	0.250	2	3	0.0	0.0	6	45.0	30.000	3	0.576	3	279.281	0.150	1	255	
57	0	282.266	0	30	1	0.250	2	9	0.0	0.0	9	45.0	30.000	9	0.501	9	282.766	0.150	1	255	
58	0	285.292	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.601	9	285.787	0.150	1	255	
59	0	289.146	1	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.551	3	292.705	0.150	1	255	
60	0	296.182	0	30	1	0.250	2	3	0.0	0.0	2	45.0	30.000	3	0.526	3	296.675	0.150	1	255	
61	0	300.180	0	30	1	0.250	2	9	0.0	0.0	3	45.0	30.000	9	0.501	3	302.244	0.000	0	255	
62	0	306.354	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.601	3	307.415	0.150	1	255	
63	0	310.543	0	30	1	0.250	2	3	0.0	0.0	11	45.0	30.000	3	0.526	3	312.405	0.150	1	255	
64	0	316.340	0	30	1	0.250	2	9	0.0	0.0	5	45.0	30.000	9	0.551	9	316.726	0.150	1	255	
