nCorrect,nTrials,pCorrect,Fold
714,1392,51.2931034482759,1
711,1392,51.0775862068966,2
719,1392,51.6522988505747,3
694,1392,49.8563218390805,4
699,1392,50.2155172413793,5
702,1392,50.4310344827586,6
712,1392,51.1494252873563,7
715,1392,51.3649425287356,8
725,1392,52.0833333333333,9
712,1392,51.1494252873563,10
700,1392,50.2873563218391,11
704,1392,50.5747126436782,12
722,1392,51.867816091954,13
729,1392,52.3706896551724,14
695,1392,49.9281609195402,15
698,1392,50.1436781609195,16
729,1392,52.3706896551724,17
717,1392,51.5086206896552,18
703,1392,50.5028735632184,19
732,1392,52.5862068965517,20
