nCorrect,nTrials,pCorrect,Fold
330,664,49.6987951807229,1
327,664,49.2469879518072,2
344,664,51.8072289156626,3
330,664,49.6987951807229,4
329,664,49.5481927710843,5
320,664,48.1927710843374,6
336,664,50.6024096385542,7
352,664,53.0120481927711,8
320,663,48.2654600301659,9
310,663,46.7571644042232,10
313,663,47.209653092006,11
311,664,46.8373493975904,12
327,664,49.2469879518072,13
339,664,51.0542168674699,14
373,664,56.1746987951807,15
337,664,50.7530120481928,16
326,663,49.1704374057315,17
370,664,55.7228915662651,18
306,663,46.1538461538462,19
333,664,50.1506024096386,20
