Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	78.502	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.601	3	80.505	0.120	1	255	
2	0	85.490	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.564	9	87.313	0.130	1	255	
3	0	109.876	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.526	3	111.689	0.120	1	255	
4	0	115.945	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.488	9	117.373	0.130	1	255	
5	0	129.313	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.451	9	130.462	0.130	1	255	
6	0	161.741	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.564	3	163.110	0.120	1	255	
7	0	167.418	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.451	9	169.229	0.130	1	255	
8	0	199.542	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.488	9	201.436	0.130	1	255	
9	0	219.871	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.601	9	221.481	0.130	1	255	
10	0	227.075	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.526	3	228.397	0.120	1	255	
11	0	232.311	0	60	1	0.250	2	9	0.0	1.0	8	45.0	20.000	9	0.601	9	233.565	0.130	1	255	
12	0	246.784	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.451	3	249.160	0.120	1	255	
13	0	253.177	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.488	9	255.033	0.130	1	255	
14	0	272.956	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.526	3	275.101	0.120	1	255	
15	0	282.842	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.564	3	284.475	0.120	1	255	
16	0	288.697	0	60	1	0.250	2	9	0.0	1.0	2	45.0	20.000	9	0.488	3	290.160	0.000	0	255	
17	0	299.222	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.601	3	301.580	0.120	1	255	
18	0	306.967	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.451	3	308.693	0.120	1	255	
19	0	316.503	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.564	3	318.225	0.120	1	255	
20	0	333.355	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	9	334.545	0.130	1	255	
21	0	353.536	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.526	3	355.454	0.120	1	255	
22	0	358.516	0	60	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.601	3	360.139	0.120	1	255	
23	0	363.579	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.564	9	365.085	0.130	1	255	
24	0	367.683	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.451	3	369.086	0.000	0	255	
25	1	380.613	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.451	9	382.098	0.130	1	255	
26	0	390.881	0	60	1	0.250	2	9	0.0	1.0	2	45.0	20.000	9	0.488	3	392.292	0.000	0	255	
27	0	395.465	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.564	9	396.679	0.130	1	255	
28	0	410.077	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	3	412.723	0.000	0	255	
29	1	436.481	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	3	439.746	0.000	0	255	
30	1	474.301	0	60	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	3	476.849	0.000	0	255	
