Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	46.774	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.451	9	49.774	0.000	0	255	
2	1	71.226	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.451	3	72.950	0.120	1	255	
3	0	83.621	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.601	9	84.971	0.130	1	255	
4	0	90.284	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.488	3	92.063	0.120	1	255	
5	0	97.641	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.564	3	98.785	0.120	1	255	
6	0	104.237	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	3	105.525	0.000	0	255	
7	1	112.383	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	9	113.717	0.130	1	255	
8	0	120.278	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.601	3	122.054	0.120	1	255	
9	0	128.801	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.451	9	130.378	0.130	1	255	
10	0	135.270	1	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	9	137.009	0.130	1	255	
11	0	140.711	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.564	9	144.198	0.130	1	255	
12	0	149.225	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.488	9	150.588	0.130	1	255	
13	0	156.394	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.451	9	157.840	0.130	1	255	
14	0	164.579	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.488	3	166.258	0.120	1	255	
15	0	177.422	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.601	9	178.872	0.130	1	255	
16	0	183.095	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.526	9	184.773	0.130	1	255	
17	0	209.943	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.564	3	211.227	0.120	1	255	
18	0	220.226	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.488	9	221.920	0.130	1	255	
19	0	229.857	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.526	3	230.921	0.120	1	255	
20	0	256.499	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.601	3	257.360	0.120	1	255	
21	0	262.063	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.564	3	263.733	0.120	1	255	
22	0	280.894	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.451	3	281.544	0.120	1	255	
23	0	285.325	0	-90	1	0.250	2	9	0.0	1.0	6	45.0	20.000	9	0.601	9	286.415	0.130	1	255	
24	0	291.619	0	-90	1	0.250	2	3	0.0	1.0	12	45.0	20.000	3	0.526	9	298.834	0.000	0	255	
