nCorrect,nTrials,pCorrect,Fold
349,678,51.4749262536873,1
325,677,48.0059084194978,2
330,678,48.6725663716814,3
341,678,50.2949852507375,4
339,678,50,5
365,677,53.9143279172821,6
347,677,51.2555391432792,7
326,678,48.0825958702065,8
355,678,52.3598820058997,9
320,678,47.1976401179941,10
338,677,49.9261447562777,11
331,678,48.8200589970501,12
315,677,46.5288035450517,13
343,677,50.6646971935007,14
343,677,50.6646971935007,15
323,678,47.6401179941003,16
329,677,48.5967503692762,17
320,677,47.2673559822747,18
318,678,46.9026548672566,19
335,678,49.4100294985251,20
