Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	11.525	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.651	9	12.408	0.000	0	255	
2	1	18.110	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.601	3	18.740	0.140	1	255	
3	0	25.572	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.801	9	26.320	0.140	1	255	
4	0	30.768	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.701	3	31.311	0.000	0	255	
5	1	36.032	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.751	9	36.631	0.140	1	255	
6	0	41.147	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.751	9	41.692	0.140	1	255	
7	0	45.780	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.701	9	46.143	0.140	1	255	
8	0	49.802	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.601	3	50.461	0.140	1	255	
9	0	54.049	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.801	3	54.657	0.140	1	255	
10	0	58.345	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.651	3	59.169	0.000	0	255	
11	1	63.464	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.751	9	64.178	0.140	1	255	
12	0	68.099	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.601	9	68.613	0.000	0	255	
13	1	73.587	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.651	9	74.293	0.000	0	255	
14	1	78.353	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.801	3	79.165	0.140	1	255	
15	0	83.256	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.701	3	83.839	0.000	0	255	
16	1	88.766	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.601	3	89.599	0.000	0	255	
17	1	94.172	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.751	9	94.669	0.140	1	255	
18	0	98.392	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.801	9	98.991	0.140	1	255	
19	0	102.345	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.701	9	102.999	0.000	0	255	
20	1	107.650	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.651	3	108.497	0.140	1	255	
21	0	112.204	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.701	3	113.018	0.140	1	255	
22	0	116.549	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.601	9	117.380	0.000	0	255	
23	1	123.957	0	90	1	0.250	2	3	0.0	1.0	12	48.0	20.000	3	0.651	3	124.577	0.140	1	255	
24	0	128.391	0	90	1	0.250	2	3	0.0	1.0	7	48.0	20.000	3	0.801	9	128.912	0.000	0	255	
25	0	132.746	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.751	9	133.699	0.140	1	255	
26	0	137.385	0	90	1	0.250	2	9	0.0	1.0	7	48.0	20.000	9	0.801	9	138.011	0.140	1	255	
27	0	141.635	0	90	1	0.250	2	3	0.0	1.0	9	48.0	20.000	3	0.601	9	142.345	0.000	0	255	
28	0	145.887	0	90	1	0.250	2	9	0.0	1.0	6	48.0	20.000	9	0.751	9	146.771	0.140	1	255	
