Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	25.548	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.701	9	26.331	0.000	0	255	
2	1	36.963	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.601	3	38.042	0.140	1	255	
3	0	39.757	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.651	9	40.166	0.140	1	255	
4	0	42.159	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.751	9	44.549	0.140	1	255	
5	0	50.400	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.801	9	50.732	0.140	1	255	
6	0	54.812	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.601	9	55.332	0.000	0	255	
7	1	59.030	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.801	3	59.685	0.140	1	255	
8	0	62.814	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.651	9	63.105	0.000	0	255	
9	1	68.484	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.701	3	69.232	0.140	1	255	
10	0	72.269	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.751	3	73.049	0.000	0	255	
11	1	79.499	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.651	9	80.063	0.140	1	255	
12	0	84.120	0	-90	1	0.250	2	9	0.0	1.0	10	48.0	20.000	9	0.601	3	85.292	0.000	0	255	
13	0	89.113	0	-90	1	0.250	2	3	0.0	1.0	2	48.0	20.000	3	0.801	9	89.625	0.000	0	255	
14	0	95.991	0	-90	1	0.250	2	3	0.0	1.0	1	48.0	20.000	3	0.751	3	96.772	0.140	1	255	
15	0	100.197	0	-90	1	0.250	2	9	0.0	1.0	11	48.0	20.000	9	0.701	9	100.444	0.140	1	255	
16	0	104.488	0	-90	1	0.250	2	3	0.0	1.0	7	48.0	20.000	3	0.801	3	105.360	0.140	1	255	
17	0	108.919	0	-90	1	0.250	2	3	0.0	1.0	10	48.0	20.000	3	0.701	9	109.306	0.000	0	255	
18	0	112.907	0	-90	1	0.250	2	3	0.0	1.0	8	48.0	20.000	3	0.651	3	113.824	0.140	1	255	
19	0	117.164	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.601	9	117.598	0.140	1	255	
20	0	121.658	0	-90	1	0.250	2	9	0.0	1.0	5	48.0	20.000	9	0.751	3	122.490	0.000	0	255	
21	0	125.589	0	-90	1	0.250	2	3	0.0	1.0	10	48.0	20.000	3	0.651	9	126.080	0.000	0	255	
22	0	129.672	0	-90	1	0.250	2	3	0.0	1.0	7	48.0	20.000	3	0.701	3	130.653	0.140	1	255	
23	0	134.445	0	-90	1	0.250	2	9	0.0	1.0	8	48.0	20.000	9	0.751	3	134.943	0.000	0	255	
24	0	138.433	0	-90	1	0.250	2	9	0.0	1.0	1	48.0	20.000	9	0.801	9	138.784	0.140	1	255	
25	0	142.236	0	-90	1	0.250	2	3	0.0	1.0	8	48.0	20.000	3	0.601	3	143.509	0.140	1	255	
26	0	146.644	0	-90	1	0.250	2	3	0.0	1.0	8	48.0	20.000	3	0.751	9	147.213	0.000	0	255	
27	0	150.972	0	-90	1	0.250	2	3	0.0	1.0	5	48.0	20.000	3	0.601	3	151.820	0.140	1	255	
28	0	155.153	0	-90	1	0.250	2	3	0.0	1.0	10	48.0	20.000	3	0.701	9	155.608	0.000	0	255	
29	0	159.353	0	-90	1	0.250	2	9	0.0	1.0	2	48.0	20.000	9	0.801	3	160.137	0.000	0	255	
30	0	163.012	0	-90	1	0.250	2	9	0.0	1.0	2	48.0	20.000	9	0.651	3	163.895	0.000	0	255	
31	0	166.793	0	-90	1	0.250	2	9	0.0	1.0	3	48.0	20.000	9	0.601	9	167.525	0.140	1	255	
32	0	171.312	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.751	3	172.099	0.000	0	255	
33	1	177.275	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.801	9	177.945	0.140	1	255	
34	0	181.545	0	-90	1	0.250	2	9	0.0	1.0	11	48.0	20.000	9	0.651	9	182.019	0.140	1	255	
35	0	185.737	0	-90	1	0.250	2	3	0.0	1.0	3	48.0	20.000	3	0.701	9	186.282	0.000	0	255	
36	0	189.989	0	-90	1	0.250	2	9	0.0	1.0	1	48.0	20.000	9	0.601	9	190.852	0.140	1	255	
37	0	194.760	0	-90	1	0.250	2	9	0.0	1.0	8	48.0	20.000	9	0.751	3	196.023	0.000	0	255	
38	0	199.293	0	-90	1	0.250	2	9	0.0	1.0	1	48.0	20.000	9	0.801	9	199.793	0.140	1	255	
39	0	203.187	0	-90	1	0.250	2	9	0.0	1.0	7	48.0	20.000	9	0.701	3	204.591	0.000	0	255	
40	0	207.717	0	-90	1	0.250	2	3	0.0	1.0	10	48.0	20.000	3	0.651	9	208.399	0.000	0	255	
41	0	211.765	0	-90	1	0.250	2	3	0.0	1.0	5	48.0	20.000	3	0.751	3	212.609	0.140	1	255	
42	0	215.632	0	-90	1	0.250	2	3	0.0	1.0	2	48.0	20.000	3	0.701	9	216.239	0.000	0	255	
43	0	220.080	0	-90	1	0.250	2	3	0.0	1.0	7	48.0	20.000	3	0.651	3	221.130	0.140	1	255	
44	0	224.389	0	-90	1	0.250	2	3	0.0	1.0	7	48.0	20.000	3	0.801	3	225.493	0.140	1	255	
45	0	228.765	0	-90	1	0.250	2	9	0.0	1.0	11	48.0	20.000	9	0.601	3	229.746	0.000	0	255	
46	0	232.795	0	-90	1	0.250	2	3	0.0	1.0	9	48.0	20.000	3	0.801	3	234.041	0.140	1	255	
47	0	237.256	0	-90	1	0.250	2	9	0.0	1.0	4	48.0	20.000	9	0.651	3	238.159	0.000	0	255	
48	0	241.074	0	-90	1	0.250	2	9	0.0	1.0	9	48.0	20.000	9	0.701	3	241.890	0.000	0	255	
49	0	245.226	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.601	9	245.899	0.000	0	255	
50	1	251.129	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.751	9	251.624	0.000	0	255	
51	1	257.515	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.651	3	258.199	0.140	1	255	
52	0	261.964	0	-90	1	0.250	2	3	0.0	1.0	8	48.0	20.000	3	0.601	3	263.137	0.140	1	255	
53	0	266.371	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.801	9	266.698	0.000	0	255	
54	1	273.276	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.701	3	273.931	0.140	1	255	
55	0	277.047	0	-90	1	0.250	2	3	0.0	1.0	8	48.0	20.000	3	0.751	3	278.053	0.140	1	255	
56	0	283.569	0	-90	1	0.250	2	9	0.0	1.0	10	48.0	20.000	9	0.751	3	284.832	0.000	0	255	
57	0	288.138	0	-90	1	0.250	2	9	0.0	1.0	8	48.0	20.000	9	0.601	3	288.761	0.000	0	255	
58	0	292.060	0	-90	1	0.250	2	3	0.0	1.0	10	48.0	20.000	3	0.651	3	292.697	0.160	1	255	
59	0	296.203	0	-90	1	0.250	2	9	0.0	1.0	2	48.0	20.000	9	0.801	9	296.585	0.140	1	255	
60	0	300.354	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.701	3	301.781	0.160	1	255	
61	0	310.810	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.751	9	311.554	0.000	0	255	
62	1	318.311	0	-90	1	0.250	2	3	0.0	1.0	6	48.0	20.000	3	0.651	3	318.700	0.160	1	255	
63	0	321.986	0	-90	1	0.250	2	9	0.0	1.0	1	48.0	20.000	9	0.601	9	322.670	0.140	1	255	
64	0	326.072	0	-90	1	0.250	2	9	0.0	1.0	4	48.0	20.000	9	0.701	3	326.699	0.000	0	255	
65	0	329.911	0	-90	1	0.250	2	9	0.0	1.0	12	48.0	20.000	9	0.801	3	330.700	0.000	0	255	
