nCorrect,nTrials,pCorrect,Fold
327,663,49.3212669683258,1
331,664,49.8493975903614,2
350,664,52.710843373494,3
345,663,52.0361990950226,4
332,664,50,5
334,663,50.3770739064857,6
310,664,46.6867469879518,7
313,664,47.1385542168675,8
321,663,48.4162895927602,9
335,664,50.4518072289157,10
348,664,52.4096385542169,11
318,664,47.8915662650602,12
322,664,48.4939759036145,13
352,664,53.0120481927711,14
326,664,49.0963855421687,15
340,664,51.2048192771084,16
326,664,49.0963855421687,17
324,663,48.868778280543,18
336,664,50.6024096385542,19
350,664,52.710843373494,20
