nCorrect,nTrials,pCorrect,Fold
345,529,65.2173913043478,1
334,529,63.1379962192817,2
332,529,62.7599243856333,3
328,529,62.0037807183365,4
308,529,58.2230623818526,5
355,529,67.1077504725898,6
337,529,63.7051039697542,7
335,529,63.3270321361059,8
337,529,63.7051039697542,9
327,529,61.8147448015123,10
337,529,63.7051039697542,11
340,529,64.2722117202268,12
346,529,65.406427221172,13
333,528,63.0681818181818,14
337,529,63.7051039697542,15
325,529,61.4366729678639,16
338,528,64.0151515151515,17
342,529,64.6502835538752,18
331,529,62.5708884688091,19
345,529,65.2173913043478,20
