Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	51.044	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.501	9	52.924	0.180	1	255	
2	0	73.856	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	75.654	0.180	1	255	
3	0	94.295	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	3	96.142	0.120	1	255	
4	0	102.391	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	3	104.690	0.000	0	255	
5	1	109.316	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	110.816	0.180	1	255	
6	0	125.587	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.526	3	127.453	0.120	1	255	
7	0	133.533	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	3	135.773	0.000	0	255	
8	1	143.768	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	3	145.241	0.000	0	255	
9	1	162.431	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	164.144	0.180	1	255	
10	0	177.874	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.526	9	179.432	0.180	1	255	
11	0	195.194	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.501	9	196.931	0.180	1	255	
12	0	214.770	1	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.451	9	227.943	0.180	1	255	
13	0	243.506	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	245.089	0.180	1	255	
14	0	260.066	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	3	262.100	0.120	1	255	
15	0	267.625	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.551	3	270.061	0.120	1	255	
