Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	17.795	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.551	9	18.479	0.150	1	255	
2	0	21.545	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.601	9	22.228	0.150	1	255	
3	0	25.040	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.501	9	25.582	0.000	0	255	
4	1	38.232	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.526	9	38.802	0.000	0	255	
5	1	46.067	1	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.576	3	46.725	0.150	1	255	
6	0	48.045	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.601	9	48.604	0.000	0	255	
7	1	53.184	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.551	9	53.773	0.000	0	255	
8	1	58.775	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.526	3	60.212	0.150	1	255	
9	0	67.032	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.501	9	67.706	0.150	1	255	
10	0	75.000	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.576	9	75.702	0.150	1	255	
11	0	79.034	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.601	9	79.723	0.000	0	255	
12	1	85.876	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.576	3	86.594	0.150	1	255	
13	0	89.596	0	-150	1	0.250	2	3	0.0	0.0	10	45.0	30.000	3	0.501	9	90.105	0.000	0	255	
14	0	93.211	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.551	3	93.839	0.000	0	255	
15	1	100.496	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.526	3	101.217	0.000	0	255	
