nCorrect,nTrials,pCorrect,Fold
988,1433,68.9462665736218,1
1023,1433,71.3886950453594,2
994,1434,69.3165969316597,3
988,1433,68.9462665736218,4
1007,1433,70.2721563154222,5
1008,1433,70.3419399860433,6
997,1433,69.5743196092114,7
1042,1434,72.6638772663877,8
1022,1433,71.3189113747383,9
983,1434,68.5495118549512,10
1005,1433,70.13258897418,11
992,1433,69.2254012561061,12
1021,1433,71.2491277041172,13
1027,1434,71.6178521617852,14
1041,1433,72.6448011165387,15
1003,1434,69.9442119944212,16
962,1434,67.0850767085077,17
961,1433,67.0621074668528,18
1014,1433,70.7606420097697,19
985,1434,68.6889818688982,20
