response_offset_X0,coldness_X0,Run,response_offset_Xfit,coldness_Xfit,NegLogLik,Fold
-159.137169110229,1.32942121945405,1,-179.999997423113,2.7374097645462,125.060700217892,1
76.3886154253732,0.841835048446179,2,119.999874353725,1.30992349714112,124.140048486873,1
-41.1464853934302,0.24580315427841,3,157.482601817007,2.03861171434935,123.828411013076,1
7.0467418220592,0.231252507811129,4,-179.999999355779,2.73740922301995,125.060699917891,1
-167.048724553226,1.3682193782025,5,-179.999997423115,2.73740943110591,125.060700217891,1
130.216153649497,1.1999710753899,6,157.482633928009,2.03861264596605,123.828411013075,1
106.696257346874,0.419555696016974,7,119.999943474833,1.30992224021766,124.140048486866,1
48.9487380046149,0.103879420658544,8,119.999936165318,1.30992252803889,124.140048486868,1
95.228675062017,1.17527802690307,9,119.999902603631,1.30992294335603,124.140048486869,1
-87.94912391537,1.44495136693233,10,-179.999999355779,2.73740916187701,125.060699917891,1
-40.0940272210366,2.08372215911467,11,-179.999999355778,2.73740954967493,125.060699917891,1
145.813390327134,0.483140316799819,12,157.482597639234,2.03861157979198,123.828411013077,1
75.5227779542791,0.443645461743215,13,119.999971621876,1.30992183859698,124.140048486865,1
-70.5303813039866,0.268851242525745,14,-179.999999355779,2.73740929705037,125.060699917891,1
50.1965028377457,0.38365949802544,15,119.999915672454,1.30992270111878,124.140048486868,1
-7.66090338555748,0.149711527342034,16,-179.999999355779,2.73740933853299,125.060699917891,1
61.5924036688149,0.678088538422959,17,119.999933525266,1.30992225392289,124.140048486867,1
-18.3947634497755,3.16656438551599,18,-179.99999935578,2.73740927990609,125.060699917891,1
62.7979386897866,1.98169903771702,19,119.999943743876,1.30992223807989,124.140048486866,1
107.623613980559,2.32250553445598,20,119.999929591002,1.30992269270228,124.140048486869,1
35.4465537806311,1.55712516942868,1,119.999970707292,1.23676314024604,127.959321776952,2
-59.4654132509626,0.369706800804744,2,-179.999999801498,2.62316032802337,127.740638601305,2
86.8976681358052,0.265056409909746,3,120.000005467678,1.23676273296718,127.959321776951,2
-147.614242123825,0.6391211690726,4,-179.999999007513,2.6231603611835,127.740638681303,2
142.945937055265,0.00529381637994959,5,166.522765185431,2.18317577109113,127.192446141293,2
-179.653837147112,0.355892960042744,6,-179.999996029956,2.62316016388069,127.740638981306,2
141.982600232999,2.66762054723748,7,166.52277771141,2.18317611623611,127.192446141293,2
25.8311899773359,0.674553701000389,8,-179.999999007488,2.62316027146382,127.740638681305,2
-63.4040870959574,1.81529511106524,9,-179.999999007499,2.62316005651132,127.740638681305,2
166.923455960452,0.205283048702918,10,166.522749504851,2.18317528137276,127.192446141295,2
-98.3484531094439,2.0118137096482,11,-179.99999900749,2.62316015875223,127.740638681305,2
-155.18495279744,2.33730921067472,12,-179.999999801498,2.62316026341494,127.740638601305,2
-6.80458092941879,1.62663033032825,13,-179.99999900749,2.62316029386527,127.740638681305,2
-162.700369025736,0.306195827799889,14,-179.999996029966,2.62316038227258,127.740638981304,2
73.4844344207799,0.527634531152235,15,119.99999486687,1.23676277573864,127.959321776952,2
124.426618597259,0.575333350572401,16,166.522791404133,2.18317664953149,127.192446141292,2
105.338035343533,0.247053806711036,17,119.999977031258,1.23676295317857,127.959321776952,2
-119.481867812704,2.01862793168411,18,-179.999999007489,2.6231602815773,127.740638681305,2
37.290013214135,0.934915450925257,19,119.999961591428,1.23676325958246,127.959321776953,2
-76.1715823415193,1.5958922531621,20,-179.999999007501,2.62316035873237,127.740638681304,2
175.599994353367,1.27823287289092,1,179.999994942592,2.59337795627898,128.436171268716,3
-59.0196237980772,1.19979951106148,2,-172.498727439411,2.92371551184385,128.097219735039,3
68.9266190990014,1.15098814073599,3,119.999965412022,1.14356422207243,132.718429942411,3
-133.935092461282,2.03854476793569,4,-172.498703156518,2.92371794712956,128.097219735042,3
156.856334139256,0.0328704305791706,5,179.999994942592,2.59337807282582,128.436171268716,3
-98.1124200893396,0.11773742056592,6,-172.498722179984,2.9237162635647,128.097219735038,3
4.81332325265851,0.3907917674109,7,-172.498717003886,2.92371638858071,128.097219735038,3
77.7292556943664,2.02168015998594,8,120.000004391241,1.14356379808886,132.718429942409,3
-34.5720792312662,2.72217133968817,9,-172.498722725681,2.92371611674558,128.097219735038,3
-5.76458362549977,0.947044067036738,10,-172.498712259645,2.923716735034,128.097219735038,3
-156.10296318813,0.471057819279892,11,-172.498722151796,2.92371573136037,128.097219735039,3
-64.3673858239456,0.0141976930141746,12,-172.498727013816,2.92371577599298,128.097219735038,3
-30.0948824952215,1.82415839370465,13,-172.498713988592,2.9237164457979,128.097219735038,3
61.7501312291751,1.01552368141789,14,120.00000700556,1.14356372176805,132.718429942409,3
-70.0575274557505,0.742541527297387,15,-172.498714316404,2.9237163946129,128.097219735038,3
59.4045976624116,0.885880374243867,16,120.000002262469,1.14356371048132,132.718429942409,3
-10.7798939881582,2.04155016872558,17,-172.498712052849,2.9237170103301,128.097219735038,3
114.522056461401,0.926349550428017,18,179.999994942586,2.59337792572151,128.436171268716,3
-172.264632643001,1.8787297027738,19,-172.498706219566,2.92371784557095,128.097219735041,3
-108.499175994197,0.489426374643072,20,-172.498716500784,2.92371663904061,128.097219735038,3
145.844002346317,0.907252699183678,1,175.100373905726,2.49991397807643,126.227426060832,4
123.629646382485,1.1226125553915,2,175.100370140651,2.49991378189092,126.227426060833,4
-88.3263396565944,1.57363935669459,3,-179.999997698159,2.68357613462569,126.325560358738,4
-11.9055793439874,0.208255038288569,4,-179.999997698166,2.68357552181453,126.325560358738,4
22.177696840305,4.07901421872393,5,-179.999953964214,2.68357767663315,126.325562258703,4
177.160318462608,1.5588930653714,6,175.100375711186,2.49991395084547,126.227426060832,4
-5.68620641658703,0.931911330236389,7,-179.999997698163,2.68357583673826,126.325560358737,4
