nCorrect,nTrials,pCorrect,Fold
359,529,67.8638941398866,1
357,529,67.4858223062382,2
348,529,65.7844990548204,3
343,529,64.8393194706994,4
344,529,65.0283553875236,5
360,529,68.0529300567108,6
356,529,67.296786389414,7
324,528,61.3636363636364,8
325,529,61.4366729678639,9
363,529,68.6200378071834,10
327,529,61.8147448015123,11
351,529,66.351606805293,12
348,529,65.7844990548204,13
314,529,59.3572778827977,14
335,529,63.3270321361059,15
341,528,64.5833333333333,16
331,529,62.5708884688091,17
368,529,69.5652173913043,18
330,529,62.3818525519849,19
344,529,65.0283553875236,20
