nCorrect,nTrials,pCorrect,Fold
536,837,64.0382317801673,1
522,836,62.4401913875598,2
536,836,64.1148325358852,3
527,837,62.962962962963,4
521,837,62.2461170848268,5
514,837,61.4097968936679,6
519,837,62.0071684587814,7
519,836,62.0813397129187,8
560,836,66.9856459330144,9
523,837,62.4850657108722,10
533,837,63.6798088410992,11
517,837,61.768219832736,12
523,837,62.4850657108722,13
559,836,66.866028708134,14
513,837,61.2903225806452,15
536,837,64.0382317801673,16
553,837,66.0692951015532,17
539,837,64.3966547192354,18
570,837,68.1003584229391,19
523,837,62.4850657108722,20
