Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	14.037	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	17.517	0.150	1	255	
2	0	38.789	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	3	41.517	0.000	0	255	
3	1	45.907	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	47.552	0.150	1	255	
4	0	74.347	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.651	9	75.749	0.150	1	255	
5	0	103.105	1	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	108.420	0.150	1	255	
6	0	119.405	1	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	124.010	0.000	0	255	
7	1	133.316	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	136.749	0.150	1	255	
8	0	159.939	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	160.782	0.150	1	255	
9	0	184.646	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	185.959	0.100	1	255	
10	0	197.138	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	9	198.756	0.150	1	255	
11	0	223.741	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	225.379	0.000	0	255	
12	1	240.143	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	241.968	0.150	1	255	
13	0	266.180	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	3	267.574	0.000	0	255	
14	1	278.627	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	283.225	0.150	1	255	
15	0	313.621	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	315.315	0.100	1	255	
16	0	325.514	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	327.222	0.100	1	255	
17	0	336.855	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	3	338.947	0.100	1	255	
18	0	349.201	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	351.135	0.150	1	255	
19	0	391.803	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	395.844	0.100	1	255	
20	0	402.944	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	404.728	0.100	1	255	
21	0	414.572	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	416.535	0.150	1	255	
22	0	445.496	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	447.047	0.100	1	255	
23	0	456.036	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	457.844	0.100	1	255	
24	0	466.648	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.501	3	468.457	0.100	1	255	
25	0	478.164	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.501	3	479.737	0.100	1	255	
26	0	489.559	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	491.404	0.150	1	255	
27	0	542.636	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.651	9	549.034	0.150	1	255	
28	0	572.871	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	574.852	0.100	1	255	
29	0	585.042	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	9	589.824	0.000	0	255	
30	1	613.348	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	620.572	0.100	1	255	
31	0	627.323	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.501	3	629.347	0.100	1	255	
32	0	637.259	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	639.078	0.100	1	255	
33	0	650.862	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	652.730	0.100	1	255	
34	0	665.136	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	3	666.548	0.100	1	255	
35	0	678.514	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	681.143	0.150	1	255	
36	0	706.178	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	707.794	0.000	0	255	
37	1	720.683	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	723.365	0.000	0	255	
38	1	730.510	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	731.025	0.150	1	255	
39	0	757.309	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	3	759.306	0.100	1	255	
40	0	768.113	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	769.986	0.100	1	255	
41	0	779.862	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.651	9	781.564	0.150	1	255	
42	0	842.055	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	847.509	0.150	1	255	
43	0	878.073	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	880.012	0.150	1	255	
44	0	907.417	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.651	9	908.098	0.150	1	255	
45	0	928.213	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	3	929.644	0.000	0	255	
46	1	942.238	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	3	946.480	0.000	0	255	
47	1	955.238	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	957.108	0.150	1	255	
48	0	980.441	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	981.774	0.150	1	255	
49	0	1008.484	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	9	1014.143	0.000	0	255	
50	1	1023.256	0	0	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	1025.206	0.100	1	255	
51	0	1031.914	0	0	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	1039.801	0.000	0	255	
