nCorrect,nTrials,pCorrect,Fold
1199,2352,50.9778911564626,1
1169,2353,49.6812579685508,2
1167,2352,49.6173469387755,3
1225,2352,52.0833333333333,4
1171,2352,49.7874149659864,5
1158,2352,49.234693877551,6
1167,2353,49.5962600934977,7
1160,2353,49.2987675308117,8
1195,2353,50.7862303442414,9
1214,2353,51.5937101572461,10
1194,2352,50.765306122449,11
1189,2352,50.5527210884354,12
1164,2353,49.468763280918,13
1163,2353,49.4262643433914,14
1205,2353,51.211219719507,15
1152,2353,48.9587760305992,16
1186,2353,50.4037399065023,17
1190,2352,50.5952380952381,18
1152,2353,48.9587760305992,19
1171,2352,49.7874149659864,20
