nCorrect,nTrials,pCorrect,Fold
393,664,59.1867469879518,1
412,664,62.0481927710843,2
421,664,63.4036144578313,3
418,664,62.9518072289157,4
402,664,60.5421686746988,5
418,663,63.0467571644042,6
421,663,63.499245852187,7
387,664,58.2831325301205,8
401,664,60.3915662650602,9
404,664,60.8433734939759,10
408,664,61.4457831325301,11
408,664,61.4457831325301,12
412,664,62.0481927710843,13
400,664,60.2409638554217,14
379,664,57.078313253012,15
397,664,59.789156626506,16
414,663,62.4434389140271,17
395,663,59.577677224736,18
415,664,62.5,19
398,663,60.0301659125189,20
