Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	13.539	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	9	14.910	0.000	0	255	
2	1	41.618	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	9	42.571	0.000	0	255	
3	1	47.293	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	47.978	0.130	1	255	
4	0	58.948	1	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	3	63.079	0.000	0	255	
5	1	67.304	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	70.857	0.150	1	255	
6	0	104.569	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	107.256	0.130	1	255	
7	0	114.994	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	117.210	0.150	1	255	
8	0	136.104	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.501	3	137.516	0.130	1	255	
9	0	146.497	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	147.749	0.130	1	255	
10	0	162.562	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	163.376	0.130	1	255	
11	0	176.485	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	9	178.209	0.150	1	255	
12	0	209.691	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	211.562	0.150	1	255	
13	0	236.681	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	238.214	0.150	1	255	
14	0	257.298	0	-60	1	0.250	2	9	0.0	0.5	2	45.0	30.000	9	0.614	3	258.102	0.000	0	255	
15	0	267.564	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	268.773	0.130	1	255	
16	0	280.942	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	282.266	0.150	1	255	
17	0	313.304	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.501	3	315.693	0.130	1	255	
18	0	327.112	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	328.925	0.150	1	255	
19	0	348.612	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	350.098	0.150	1	255	
20	0	381.535	0	-60	1	0.250	2	9	0.0	0.5	8	45.0	30.000	9	0.501	3	382.578	0.000	0	255	
21	0	391.840	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	393.114	0.130	1	255	
22	0	401.674	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	408.326	0.130	1	255	
23	0	432.165	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	434.916	0.130	1	255	
24	0	490.361	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	3	494.484	0.000	0	255	
25	1	571.552	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	573.858	0.150	1	255	
26	0	603.057	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	604.181	0.130	1	255	
27	0	628.011	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	631.062	0.130	1	255	
28	0	640.289	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	3	642.449	0.000	0	255	
29	1	664.866	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	670.275	0.150	1	255	
30	0	709.702	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	713.455	0.130	1	255	
31	0	743.961	0	-60	1	0.250	2	3	0.0	0.5	8	45.0	30.000	3	0.501	9	745.865	0.000	0	255	
32	0	760.048	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.538	9	761.386	0.150	1	255	
33	0	781.703	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	783.398	0.150	1	255	
34	0	816.130	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.651	9	817.578	0.150	1	255	
35	0	836.213	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	9	837.193	0.150	1	255	
36	0	872.377	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	873.940	0.130	1	255	
37	0	880.712	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	882.705	0.000	0	255	
38	1	895.219	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	896.739	0.000	0	255	
39	1	906.363	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	3	909.959	0.000	0	255	
40	1	921.792	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.576	9	925.473	0.150	1	255	
41	0	980.679	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	3	982.114	0.000	0	255	
42	1	991.660	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	995.756	0.150	1	255	
43	0	1010.616	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	3	1012.162	0.130	1	255	
44	0	1017.844	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	3	1019.591	0.000	0	255	
45	1	1028.616	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	3	1032.672	0.000	0	255	
46	1	1041.432	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	9	1044.717	0.150	1	255	
47	0	1058.410	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	9	1060.056	0.150	1	255	
48	0	1078.931	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.501	3	1080.079	0.130	1	255	
49	0	1096.269	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	3	1098.843	0.130	1	255	
50	0	1105.682	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	1107.135	0.130	1	255	
51	0	1126.318	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	1128.011	0.130	1	255	
52	0	1142.720	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.651	3	1145.036	0.130	1	255	
53	0	1151.931	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.501	9	1153.439	0.150	1	255	
54	0	1165.602	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.614	3	1166.789	0.130	1	255	
55	0	1173.097	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	9	1174.265	0.000	0	255	
56	1	1187.320	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.576	3	1189.420	0.130	1	255	
57	0	1195.040	1	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	9	1196.019	0.000	0	255	
58	1	1212.096	0	-60	1	0.250	2	3	0.0	0.5	12	45.0	30.000	3	0.538	3	1213.673	0.130	1	255	
59	0	1220.323	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.651	9	1226.115	0.150	1	255	
60	0	1241.260	0	-60	1	0.250	2	9	0.0	0.5	6	45.0	30.000	9	0.614	9	1242.356	0.150	1	255	
