nCorrect,nTrials,pCorrect,Fold
273,529,51.6068052930057,1
255,529,48.2041587901701,2
267,529,50.4725897920605,3
256,529,48.3931947069943,4
239,529,45.179584120983,5
267,529,50.4725897920605,6
266,528,50.3787878787879,7
261,529,49.3383742911153,8
291,529,55.0094517958412,9
250,529,47.2589792060491,10
275,529,51.9848771266541,11
258,529,48.7712665406427,12
273,529,51.6068052930057,13
270,528,51.1363636363636,14
267,529,50.4725897920605,15
280,529,52.930056710775,16
270,529,51.0396975425331,17
292,529,55.1984877126654,18
286,529,54.0642722117202,19
254,529,48.0151228733459,20
