Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	60.574	1	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.614	3	61.264	0.140	1	255	
2	0	65.405	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.501	3	68.270	0.000	0	255	
3	1	72.759	1	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.651	3	75.881	0.000	0	255	
4	1	79.880	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.576	9	80.887	0.140	1	255	
5	0	86.537	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.538	3	87.309	0.000	0	255	
6	1	94.155	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.614	9	94.679	0.140	1	255	
7	0	98.565	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.576	9	99.279	0.000	0	255	
8	1	107.256	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.651	3	107.767	0.140	1	255	
9	0	110.440	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.501	9	111.332	0.140	1	255	
10	0	114.903	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.538	3	115.499	0.140	1	255	
11	0	118.715	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.538	3	119.938	0.140	1	255	
12	0	123.457	0	-150	1	0.250	2	9	0.0	0.0	11	45.0	30.000	9	0.576	9	123.950	0.140	1	255	
13	0	127.098	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.614	9	128.014	0.000	0	255	
14	1	137.680	1	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.501	3	138.161	0.140	1	255	
15	0	144.438	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.651	3	145.909	0.140	1	255	
16	0	149.197	0	-150	1	0.250	2	9	0.0	0.0	9	45.0	30.000	9	0.501	9	149.564	0.140	1	255	
17	0	152.795	0	-150	1	0.250	2	3	0.0	0.0	12	45.0	30.000	3	0.614	9	153.156	0.000	0	255	
18	0	156.344	0	-150	1	0.250	2	3	0.0	0.0	5	45.0	30.000	3	0.651	9	157.130	0.000	0	255	
