FrameCount	TimeStamp	FrameTs	SensorTs	ArrivalTs	TDT_Sample	TDT_status
5	1589388409490	316524387	316520137	1589388409540	411670	18.000
6	1589388409524	316557725	316553475	1589388409575	413071	18.000
7	1589388409557	316591062	316575073	1589388409607	413508	23.000
8	1589388409590	316624400	316608411	1589388409640	414802	23.000
9	1589388409624	316657738	316641638	1589388409674	416434	23.000
10	1589388409656	316691076	316674976	1589388409707	418077	23.000
11	1589388409688	316724413	316708313	1589388409741	420217	23.000
12	1589388409720	316757751	316741651	1589388409774	421320	23.000
13	1589388409751	316791089	316774989	1589388409807	423061	23.000
14	1589388409782	316824427	316808327	1589388409841	424599	23.000
15	1589388409812	316857764	316841664	1589388409874	426263	23.000
16	1589388409843	316891102	316875002	1589388409907	427846	23.000
17	1589388409876	316924440	316908340	1589388409940	429474	23.000
18	1589388409908	316957777	316941677	1589388409974	431081	23.000
19	1589388409939	316991115	316975015	1589388410007	432697	23.000
20	1589388409972	317024453	317008353	1589388410040	434364	23.000
21	1589388410004	317057791	317041691	1589388410074	435954	23.000
22	1589388410037	317091128	317075028	1589388410107	437612	23.000
23	1589388410070	317124466	317108366	1589388410140	439249	23.000
24	1589388410103	317157804	317141704	1589388410174	440879	23.000
25	1589388410136	317191142	317175042	1589388410207	442457	23.000
26	1589388410169	317224479	317208379	1589388410240	444265	23.000
27	1589388410202	317257817	317241717	1589388410274	445710	23.000
28	1589388410236	317291155	317275055	1589388410307	447340	23.000
29	1589388410269	317324492	317308392	1589388410340	448972	23.000
30	1589388410302	317357830	317341730	1589388410374	450603	23.000
31	1589388410336	317391168	317375068	1589388410407	452218	23.000
32	1589388410369	317424506	317408406	1589388410440	453853	23.000
33	1589388410403	317457843	317441743	1589388410474	455482	23.000
34	1589388410436	317491181	317475081	1589388410507	457118	23.000
35	1589388410470	317524519	317508419	1589388410540	458729	23.000
36	1589388410503	317557856	317541756	1589388410574	460472	23.000
37	1589388410537	317591194	317575094	1589388410608	462251	23.000
38	1589388410571	317624532	317608432	1589388410640	463649	23.000
39	1589388410604	317657870	317641770	1589388410674	465550	23.000
40	1589388410638	317691207	317675107	1589388410707	466909	23.000
41	1589388410672	317724545	317708445	1589388410740	468501	23.000
42	1589388410706	317757883	317741783	1589388410774	470129	23.000
43	1589388410739	317791221	317775121	1589388410807	471751	23.000
44	1589388410773	317824558	317808458	1589388410840	473390	23.000
45	1589388410807	317857896	317841796	1589388410874	475012	23.000
46	1589388410841	317891234	317875134	1589388410907	476664	23.000
47	1589388410874	317924571	317908471	1589388410940	478262	23.000
48	1589388410908	317957909	317941809	1589388410974	479897	23.000
49	1589388410942	317991247	317975147	1589388411007	481621	23.000
50	1589388410976	318024585	318008485	1589388411040	483150	23.000
51	1589388411009	318057922	318041822	1589388411074	484778	23.000
52	1589388411043	318091260	318075160	1589388411107	486449	23.000
53	1589388411077	318124598	318108498	1589388411140	488045	23.000
54	1589388411111	318157936	318141836	1589388411174	489669	23.000
55	1589388411145	318191273	318175173	1589388411207	491300	23.000
56	1589388411179	318224611	318208511	1589388411240	492921	23.000
57	1589388411212	318257949	318241849	1589388411274	494555	23.000
58	1589388411246	318291286	318275186	1589388411307	496185	23.000
59	1589388411280	318324624	318308524	1589388411340	497819	23.000
60	1589388411314	318357962	318341862	1589388411374	499432	23.000
61	1589388411348	318391300	318375200	1589388411407	501077	23.000
62	1589388411382	318424637	318408537	1589388411440	502838	23.000
63	1589388411416	318457975	318441875	1589388411474	504306	23.000
64	1589388411451	318491313	318475213	1589388411507	505938	23.000
65	1589388411485	318524651	318508551	1589388411541	507811	23.000
66	1589388411519	318557988	318541888	1589388411574	509203	23.000
67	1589388411553	318591326	318575226	1589388411608	511419	23.000
68	1589388411587	318624664	318608564	1589388411640	512571	23.000
69	1589388411621	318658001	318641901	1589388411674	514084	23.000
70	1589388411656	318691339	318675239	1589388411707	515712	23.000
71	1589388411690	318724677	318708577	1589388411740	517325	22.000
72	1589388411724	318758015	318741915	1589388411773	518997	23.000
73	1589388411759	318791352	318775252	1589388411807	520590	22.000
74	1589388411793	318824690	318808590	1589388411840	522219	22.000
75	1589388411827	318858028	318841928	1589388411874	523848	22.000
76	1589388411862	318891365	318875265	1589388411907	525486	22.000
77	1589388411896	318924703	318908603	1589388411940	527122	22.000
78	1589388411931	318958041	318941941	1589388411974	528728	22.000
79	1589388411966	318991379	318975279	1589388412007	530354	22.000
80	1589388412000	319024716	319008616	1589388412040	531986	22.000
81	1589388412033	319058054	319041954	1589388412074	533609	22.000
82	1589388412067	319091392	319075292	1589388412107	535237	22.000
83	1589388412100	319124730	319108630	1589388412140	536872	22.000
84	1589388412134	319158067	319141967	1589388412174	538497	22.000
85	1589388412167	319191405	319175305	1589388412207	540426	22.000
86	1589388412200	319224743	319208643	1589388412240	541758	22.000
87	1589388412234	319258080	319241980	1589388412274	543378	22.000
88	1589388412267	319291418	319275318	1589388412308	545265	22.000
89	1589388412301	319324756	319308656	1589388412340	546638	22.000
90	1589388412334	319358094	319341994	1589388412374	548265	22.000
91	1589388412367	319391431	319375331	1589388412407	549899	22.000
92	1589388412401	319424769	319408669	1589388412441	551828	22.000
93	1589388412434	319458107	319442007	1589388412474	553459	22.000
94	1589388412467	319491445	319475345	1589388412507	554777	22.000
95	1589388412501	319524782	319508682	1589388412540	556428	22.000
96	1589388412534	319558120	319542020	1589388412575	558549	22.000
97	1589388412567	319591458	319575358	1589388412607	559838	22.000
98	1589388412601	319624795	319608695	1589388412640	561282	22.000
99	1589388412634	319658133	319642033	1589388412675	563427	22.000
100	1589388412668	319691471	319675371	1589388412707	564549	22.000
101	1589388412701	319724809	319708709	1589388412740	566158	22.000
102	1589388412734	319758146	319742046	1589388412774	567836	22.000
103	1589388412767	319791484	319775384	1589388412808	569926	22.000
104	1589388412801	319824822	319808722	1589388412840	571055	22.000
105	1589388412834	319858160	319842060	1589388412874	572678	22.000
106	1589388412867	319891497	319875397	1589388412907	574307	22.000
107	1589388412901	319924835	319908735	1589388412940	575940	22.000
108	1589388412934	319958173	319942073	1589388412974	577641	22.000
109	1589388412967	319991510	319975410	1589388413007	579177	22.000
110	1589388413001	320024848	320008748	1589388413040	580817	22.000
111	1589388413034	320058186	320042086	1589388413074	582439	23.000
112	1589388413067	320091524	320075424	1589388413107	584079	22.000
113	1589388413101	320124861	320108761	1589388413141	585918	23.000
114	1589388413134	320158199	320142099	1589388413174	587387	22.000
115	1589388413167	320191537	320175437	1589388413207	588961	22.000
116	1589388413201	320224874	320208774	1589388413240	590574	22.000
117	1589388413234	320258212	320242112	1589388413275	592739	22.000
118	1589388413267	320291550	320275450	1589388413307	594067	22.000
119	1589388413301	320324888	320308788	1589388413340	595466	22.000
120	1589388413334	320358225	320342125	1589388413375	597611	22.000
121	1589388413367	320391563	320375463	1589388413407	599032	22.000
122	1589388413401	320424901	320408801	1589388413440	600363	22.000
123	1589388413434	320458239	320442139	1589388413475	602475	22.000
124	1589388413467	320491576	320475476	1589388413507	603607	22.000
125	1589388413501	320524914	320508814	1589388413540	605225	22.000
126	1589388413534	320558252	320542152	1589388413574	606856	22.000
127	1589388413567	320591589	320575489	1589388413608	608986	22.000
128	1589388413601	320624927	320608827	1589388413640	610226	22.000
129	1589388413634	320658265	320642165	1589388413675	612249	22.000
130	1589388413667	320691603	320675503	1589388413707	613467	22.000
131	1589388413701	320724940	320708840	1589388413740	615062	22.000
