FrameCount	TimeStamp	FrameTs	SensorTs	ArrivalTs	TDT_Sample	TDT_status
6	1589540784478	657668245	657663995	1589540784528	542486	18.000
7	1589540784512	657701582	657697332	1589540784561	543865	18.000
8	1589540784546	657734920	657718931	1589540784594	544297	25.000
9	1589540784580	657768258	657752269	1589540784628	545744	25.000
10	1589540784614	657801596	657785496	1589540784661	547389	25.000
11	1589540784647	657834933	657818833	1589540784694	549302	25.000
12	1589540784681	657868271	657852171	1589540784728	550731	25.000
13	1589540784714	657901609	657885509	1589540784761	552254	25.000
14	1589540784747	657934947	657918847	1589540784794	553884	25.000
15	1589540784780	657968284	657952184	1589540784828	555506	26.000
16	1589540784814	658001622	657985522	1589540784861	557161	25.000
17	1589540784846	658034960	658018860	1589540784894	559068	26.000
18	1589540784879	658068297	658052197	1589540784928	560394	26.000
19	1589540784911	658101635	658085535	1589540784961	562021	25.000
20	1589540784943	658134973	658118873	1589540784994	563642	25.000
21	1589540784976	658168311	658152211	1589540785028	565275	26.000
22	1589540785009	658201648	658185548	1589540785061	566968	26.000
23	1589540785042	658234986	658218886	1589540785094	568707	25.000
24	1589540785075	658268324	658252224	1589540785128	570155	26.000
25	1589540785107	658301661	658285561	1589540785161	571846	26.000
26	1589540785141	658334999	658318899	1589540785194	573452	26.000
27	1589540785174	658368337	658352237	1589540785228	575046	26.000
28	1589540785207	658401675	658385575	1589540785261	576681	26.000
29	1589540785240	658435012	658418912	1589540785294	578599	26.000
30	1589540785273	658468350	658452250	1589540785328	579930	26.000
31	1589540785306	658501688	658485588	1589540785361	581549	26.000
32	1589540785339	658535026	658518926	1589540785394	583180	26.000
33	1589540785372	658568363	658552263	1589540785428	584812	26.000
34	1589540785406	658601701	658585601	1589540785461	586426	26.000
35	1589540785439	658635039	658618939	1589540785494	588539	26.000
36	1589540785472	658668376	658652276	1589540785528	589701	26.000
37	1589540785506	658701714	658685614	1589540785561	591311	26.000
38	1589540785539	658735052	658718952	1589540785594	593207	26.000
39	1589540785572	658768390	658752290	1589540785628	594579	26.000
40	1589540785606	658801727	658785627	1589540785661	596200	26.000
41	1589540785639	658835065	658818965	1589540785694	598256	26.000
42	1589540785672	658868403	658852303	1589540785728	599454	26.000
43	1589540785706	658901741	658885641	1589540785761	601077	26.000
44	1589540785739	658935078	658918978	1589540785794	602705	26.000
45	1589540785772	658968416	658952316	1589540785828	604359	26.000
46	1589540785806	659001754	658985654	1589540785861	605966	26.000
47	1589540785839	659035091	659018991	1589540785894	607896	26.000
48	1589540785873	659068429	659052329	1589540785928	609306	26.000
49	1589540785906	659101767	659085667	1589540785961	610841	26.000
50	1589540785940	659135105	659119005	1589540785994	612480	26.000
51	1589540785973	659168442	659152342	1589540786028	614101	26.000
52	1589540786006	659201780	659185680	1589540786061	615735	26.000
53	1589540786040	659235118	659219018	1589540786094	617661	26.000
54	1589540786073	659268456	659252356	1589540786127	618988	26.000
55	1589540786107	659301793	659285693	1589540786161	620626	26.000
56	1589540786140	659335131	659319031	1589540786194	622241	26.000
57	1589540786174	659368469	659352369	1589540786228	623880	26.000
58	1589540786207	659401806	659385706	1589540786261	625526	26.000
59	1589540786241	659435144	659419044	1589540786294	627427	26.000
60	1589540786274	659468482	659452382	1589540786328	628777	26.000
61	1589540786308	659501820	659485720	1589540786361	630382	25.000
62	1589540786341	659535157	659519057	1589540786394	632029	25.000
63	1589540786375	659568495	659552395	1589540786428	633651	26.000
64	1589540786408	659601833	659585733	1589540786461	635261	26.000
65	1589540786442	659635170	659619070	1589540786494	637319	26.000
66	1589540786476	659668508	659652408	1589540786528	638527	26.000
67	1589540786509	659701846	659685746	1589540786561	640146	26.000
68	1589540786543	659735184	659719084	1589540786594	641782	26.000
69	1589540786576	659768521	659752421	1589540786628	643404	26.000
70	1589540786610	659801859	659785759	1589540786661	645026	26.000
71	1589540786644	659835197	659819097	1589540786694	647022	26.000
72	1589540786677	659868535	659852435	1589540786728	648319	26.000
73	1589540786711	659901872	659885772	1589540786761	649909	26.000
74	1589540786745	659935210	659919110	1589540786794	651539	26.000
75	1589540786778	659968548	659952448	1589540786828	653169	26.000
76	1589540786812	660001885	659985785	1589540786861	654793	26.000
