FrameCount	TimeStamp	FrameTs	SensorTs	ArrivalTs	TDT_Sample	TDT_status
5	1589303179047	3650756571	3650752321	1589303179096	548244	18.000
6	1589303179079	3650789909	3650785659	1589303179130	549725	18.000
7	1589303179111	3650823246	3650807257	1589303179163	550394	25.000
8	1589303179143	3650856584	3650840595	1589303179196	551465	25.000
9	1589303179173	3650889922	3650873822	1589303179230	553097	25.000
10	1589303179206	3650923260	3650907160	1589303179263	554751	25.000
11	1589303179238	3650956597	3650940497	1589303179296	556523	25.000
12	1589303179270	3650989935	3650973835	1589303179331	558494	25.000
13	1589303179303	3651023273	3651007173	1589303179363	559711	25.000
14	1589303179335	3651056611	3651040511	1589303179396	561340	25.000
15	1589303179368	3651089948	3651073848	1589303179429	562941	25.000
16	1589303179400	3651123286	3651107186	1589303179463	564572	25.000
17	1589303179433	3651156624	3651140524	1589303179496	566126	25.000
18	1589303179465	3651189961	3651173861	1589303179530	567752	25.000
19	1589303179497	3651223299	3651207199	1589303179563	569408	25.000
20	1589303179530	3651256637	3651240537	1589303179597	571498	25.000
21	1589303179563	3651289975	3651273875	1589303179630	572713	25.000
22	1589303179595	3651323312	3651307212	1589303179663	574254	25.000
23	1589303179629	3651356650	3651340550	1589303179696	575918	25.000
24	1589303179662	3651389988	3651373888	1589303179730	577814	25.000
25	1589303179695	3651423325	3651407225	1589303179763	579127	25.000
26	1589303179728	3651456663	3651440563	1589303179796	580765	25.000
27	1589303179762	3651490001	3651473901	1589303179830	582423	25.000
28	1589303179795	3651523339	3651507239	1589303179863	584013	24.000
29	1589303179828	3651556676	3651540576	1589303179896	585653	25.000
30	1589303179862	3651590014	3651573914	1589303179930	587294	25.000
31	1589303179896	3651623352	3651607252	1589303179963	588915	24.000
32	1589303179929	3651656690	3651640590	1589303179996	590528	25.000
33	1589303179963	3651690027	3651673927	1589303180030	592691	24.000
34	1589303179996	3651723365	3651707265	1589303180063	594027	25.000
35	1589303180030	3651756703	3651740603	1589303180096	595417	24.000
36	1589303180064	3651790040	3651773940	1589303180130	597072	24.000
37	1589303180098	3651823378	3651807278	1589303180163	598724	24.000
38	1589303180131	3651856716	3651840616	1589303180196	600349	24.000
39	1589303180165	3651890054	3651873954	1589303180230	601986	24.000
40	1589303180199	3651923391	3651907291	1589303180263	603625	24.000
41	1589303180233	3651956729	3651940629	1589303180296	605183	24.000
42	1589303180266	3651990067	3651973967	1589303180330	606813	24.000
43	1589303180300	3652023405	3652007305	1589303180363	608511	24.000
44	1589303180334	3652056742	3652040642	1589303180396	610160	24.000
45	1589303180368	3652090080	3652073980	1589303180430	611792	24.000
46	1589303180402	3652123418	3652107318	1589303180463	613327	24.000
47	1589303180435	3652156755	3652140655	1589303180496	614957	24.000
48	1589303180469	3652190093	3652173993	1589303180530	616616	24.000
49	1589303180503	3652223431	3652207331	1589303180563	618275	24.000
50	1589303180537	3652256769	3652240669	1589303180596	619869	24.000
51	1589303180570	3652290106	3652274006	1589303180630	621460	24.000
52	1589303180604	3652323444	3652307344	1589303180663	623118	24.000
53	1589303180638	3652356782	3652340682	1589303180696	624991	24.000
54	1589303180672	3652390120	3652374020	1589303180730	626395	24.000
55	1589303180706	3652423457	3652407357	1589303180763	628028	24.000
56	1589303180739	3652456795	3652440695	1589303180796	629591	24.000
57	1589303180773	3652490133	3652474033	1589303180830	631219	24.000
58	1589303180807	3652523470	3652507370	1589303180863	632851	24.000
59	1589303180841	3652556808	3652540708	1589303180896	634486	24.000
60	1589303180875	3652590146	3652574046	1589303180930	636417	24.000
61	1589303180909	3652623484	3652607384	1589303180963	637770	24.000
62	1589303180943	3652656821	3652640721	1589303180996	639423	24.000
63	1589303180977	3652690159	3652674059	1589303181029	641156	24.000
64	1589303181011	3652723497	3652707397	1589303181063	642627	24.000
65	1589303181045	3652756834	3652740734	1589303181096	644266	24.000
66	1589303181079	3652790172	3652774072	1589303181130	645928	24.000
67	1589303181113	3652823510	3652807410	1589303181163	647575	24.000
68	1589303181147	3652856848	3652840748	1589303181196	649221	24.000
69	1589303181181	3652890185	3652874085	1589303181230	650753	24.000
70	1589303181215	3652923523	3652907423	1589303181263	652380	24.000
71	1589303181249	3652956861	3652940761	1589303181296	654028	24.000
72	1589303181283	3652990199	3652974099	1589303181330	655682	24.000
73	1589303181317	3653023536	3653007436	1589303181363	657376	24.000
74	1589303181351	3653056874	3653040774	1589303181396	658987	24.000
75	1589303181386	3653090212	3653074112	1589303181430	660520	24.000
76	1589303181420	3653123549	3653107449	1589303181463	662168	24.000
77	1589303181454	3653156887	3653140787	1589303181496	663776	24.000
78	1589303181488	3653190225	3653174125	1589303181530	665397	24.000
79	1589303181522	3653223563	3653207463	1589303181563	667030	24.000
80	1589303181558	3653256900	3653240800	1589303181596	668647	24.000
81	1589303181591	3653290238	3653274138	1589303181629	670291	24.000
82	1589303181625	3653323576	3653307476	1589303181663	671982	24.000
83	1589303181658	3653356914	3653340814	1589303181696	673997	24.000
84	1589303181692	3653390251	3653374151	1589303181730	675164	24.000
85	1589303181725	3653423589	3653407489	1589303181764	677055	24.000
86	1589303181758	3653456927	3653440827	1589303181796	678426	24.000
87	1589303181792	3653490264	3653474164	1589303181830	680052	24.000
88	1589303181825	3653523602	3653507502	1589303181863	681674	24.000
89	1589303181859	3653556940	3653540840	1589303181896	683322	24.000
90	1589303181892	3653590278	3653574178	1589303181930	684950	24.000
91	1589303181925	3653623615	3653607515	1589303181963	686608	24.000
92	1589303181959	3653656953	3653640853	1589303181996	688265	24.000
93	1589303181992	3653690291	3653674191	1589303182031	690608	24.000
94	1589303182025	3653723629	3653707529	1589303182063	691502	24.000
95	1589303182059	3653756966	3653740866	1589303182096	693115	24.000
96	1589303182092	3653790304	3653774204	1589303182130	694758	24.000
97	1589303182126	3653823642	3653807542	1589303182163	696332	24.000
98	1589303182159	3653856979	3653840879	1589303182196	697979	24.000
99	1589303182192	3653890317	3653874217	1589303182230	699646	24.000
100	1589303182226	3653923655	3653907555	1589303182263	701265	24.000
101	1589303182259	3653956993	3653940893	1589303182296	702897	24.000
102	1589303182292	3653990330	3653974230	1589303182330	704525	24.000
103	1589303182325	3654023668	3654007568	1589303182363	706154	24.000
104	1589303182359	3654057006	3654040906	1589303182396	707738	24.000
105	1589303182392	3654090343	3654074243	1589303182430	709360	24.000
106	1589303182425	3654123681	3654107581	1589303182463	711028	24.000
107	1589303182459	3654157019	3654140919	1589303182496	712685	24.000
108	1589303182492	3654190357	3654174257	1589303182530	714229	24.000
109	1589303182525	3654223694	3654207594	1589303182563	715888	24.000
110	1589303182558	3654257032	3654240932	1589303182596	717512	24.000
111	1589303182592	3654290370	3654274270	1589303182629	719110	24.000
112	1589303182625	3654323708	3654307608	1589303182663	720775	24.000
113	1589303182659	3654357045	3654340945	1589303182696	722888	24.000
114	1589303182692	3654390383	3654374283	1589303182730	724012	24.000
115	1589303182725	3654423721	3654407621	1589303182763	725635	24.000
116	1589303182759	3654457058	3654440958	1589303182796	727366	24.000
117	1589303182792	3654490396	3654474296	1589303182830	728885	24.000
118	1589303182825	3654523734	3654507634	1589303182863	730531	24.000
119	1589303182859	3654557072	3654540972	1589303182896	732187	24.000
120	1589303182892	3654590409	3654574309	1589303182930	733816	24.000
121	1589303182925	3654623747	3654607647	1589303182963	735451	24.000
122	1589303182959	3654657085	3654640985	1589303182996	737145	24.000
123	1589303182992	3654690423	3654674323	1589303183030	738653	24.000
124	1589303183025	3654723760	3654707660	1589303183063	740274	24.000
125	1589303183059	3654757098	3654740998	1589303183096	741910	24.000
126	1589303183092	3654790436	3654774336	1589303183130	743536	24.000
127	1589303183125	3654823773	3654807673	1589303183163	745163	24.000
