TDT_Sample	TDT_status
419615	133.912
424258	134.060
429110	133.003
434679	150.294
439061	150.443
444000	150.674
448644	150.269
454114	150.359
458738	150.216
463430	150.170
468181	150.242
473657	150.682
478152	150.849
482850	150.682
487627	150.334
493082	150.558
497812	150.513
502576	150.926
507078	150.398
512713	150.747
517242	150.513
521928	150.570
526577	150.682
532136	150.669
536832	150.802
541641	150.765
546317	150.690
551758	150.788
556324	151.307
561042	151.713
565849	152.151
571092	152.930
575783	153.308
580586	153.910
585194	155.053
590688	155.997
595409	156.554
600130	157.330
604715	157.845
610210	158.099
614851	158.165
619594	158.262
624283	157.686
629713	157.326
634419	157.072
639212	156.070
643793	155.253
649231	151.113
653930	137.685
658620	132.854
663328	128.393
668796	128.565
673474	138.053
678142	146.426
683664	151.118
688301	153.593
692987	154.078
697677	154.564
703144	154.780
707850	155.218
712546	155.021
717210	154.828
722689	153.612
727364	151.702
732062	148.507
736753	138.356
742217	133.897
746902	132.920
751591	131.999
756308	131.366
761762	130.188
766437	129.150
771131	129.263
775815	129.694
781283	131.746
785981	132.639
790653	133.212
795343	133.433
800866	133.688
805511	134.164
810204	134.078
814877	134.456
820353	134.216
825047	134.206
829739	133.452
834421	132.744
839883	131.977
844567	131.207
849252	130.743
853956	130.028
859415	129.158
864107	128.042
868796	127.400
873479	123.800
878946	116.384
883640	111.996
888330	107.899
893021	115.393
898490	125.095
903194	126.891
907904	127.121
913323	127.041
918033	127.449
922710	127.129
927394	127.338
932861	127.372
937562	127.446
942248	127.422
946926	127.565
952395	127.389
957088	127.184
961774	127.432
966489	127.369
971933	127.438
976627	127.466
981306	127.387
986002	127.152
991467	127.328
996159	127.771
1000842	127.546
1005532	127.541
1010997	127.624
1015691	127.535
1020373	127.509
1025105	127.331
1030544	127.508
1035221	127.316
1039907	127.335
1044618	127.339
1050070	127.498
1054749	127.476
1059440	127.243
1064131	127.371
1069599	127.476
1074292	127.541
1078980	127.590
1083706	127.477
1089132	127.550
1093824	127.347
1098510	127.161
1103203	127.448
1108660	127.488
1113353	127.482
1118038	127.406
1122737	127.395
1128205	127.526
1132892	127.548
1137574	127.517
1143040	127.553
1147750	127.479
1152424	127.414
1157112	127.329
1162579	127.338
1167273	127.493
1171962	127.432
1176653	127.401
1182110	127.733
1186797	127.104
1191500	127.483
1196179	127.580
1201649	127.308
1206341	127.299
1211021	127.304
1215715	127.290
1221179	127.302
1225863	127.343
1230585	127.644
1235250	127.254
1240712	127.694
1245401	127.562
1250091	127.327
1254773	127.210
1260248	127.498
1264963	127.408
1269625	127.200
1274311	127.363
1279782	127.370
1284469	127.517
1289151	127.349
1293847	127.397
1299316	127.382
1304002	127.436
1308688	127.310
1313386	127.332
1318857	127.471
1323549	127.397
1328220	127.221
1332919	127.424
1338387	127.377
1343075	127.423
1347760	127.170
1352449	127.508
1357927	127.402
1362599	127.224
1367298	127.720
1371978	127.310
1377449	127.516
1382136	127.530
1386831	127.401
1392296	127.155
1396986	127.420
1401674	127.490
1406360	127.365
1411823	127.420
1416528	127.500
1421212	127.425
1425895	127.258
1431362	127.383
1436056	127.464
1440783	127.485
1445428	127.571
1450903	127.324
1455581	127.525
1460281	127.304
1464976	127.461
1470431	127.422
1475120	127.392
1479813	127.330
1484495	127.525
1489968	127.542
1494648	127.206
1499343	127.560
1504030	127.500
1509502	127.517
1514189	127.555
1518875	127.155
1523569	127.283
1529027	127.611
1533732	127.256
1538420	127.407
1543094	127.364
1548565	127.369
1553250	127.351
1557946	127.298
1562637	127.267
1568113	125.780
1572789	122.971
1577483	120.252
1582164	115.672
1587633	109.008
1592319	99.800
1597011	91.558
1601703	88.044
1607166	84.994
1611848	84.570
1616552	82.065
1622008	74.783
1626704	68.546
1631388	61.832
1636077	58.535
1641559	55.706
1646236	50.505
1650937	44.139
1655618	46.160
1661092	48.227
1665763	48.506
1670483	50.237
1675144	52.835
1680611	53.109
1685305	52.635
1689988	51.432
1694680	52.314
1700151	59.329
1704828	61.826
1709527	73.948
1714204	81.188
1719678	75.564
1724363	76.056
1729054	85.808
1733748	104.708
1739216	115.465
1743905	119.654
1748591	119.103
1753277	117.151
1758755	116.554
1763430	117.058
1768124	117.248
1772812	115.359
1778279	115.327
1782972	118.253
1787655	122.364
1792347	123.649
1797822	120.181
1802500	119.407
1807202	121.536
1811885	122.315
1817348	123.131
1822038	124.095
1826731	124.479
1831416	124.702
1836883	125.338
1841568	125.661
1846307	126.231
1851735	126.408
1856431	126.706
1861102	126.885
1865796	126.910
1871259	126.861
1875955	126.686
1880639	127.361
1885329	127.034
1890793	127.452
1895488	127.347
1900176	127.216
1904866	127.296
1910324	127.241
1915021	127.383
1919707	127.672
1924397	127.249
1929872	127.458
1934548	127.526
1939248	127.449
1943929	127.288
1949405	127.358
1954095	127.578
1958776	127.378
1963480	127.434
1968926	127.053
1973620	127.317
1978314	127.343
1983000	127.405
1988461	127.324
1993157	127.442
1997844	127.322
2002530	127.250
2008004	127.515
2012690	127.365
2017383	127.509
2022070	127.464
2027596	127.667
2032214	127.196
2036911	127.174
2041608	127.296
2047077	127.229
2051755	127.357
2056445	127.435
2061130	127.434
2066595	127.464
2071285	127.316
2075981	127.137
2081441	127.513
2086129	127.254
2090825	127.259
2095518	127.646
2100991	127.395
2105680	127.600
2110351	127.379
2115049	127.251
2120512	127.529
2125199	127.237
2129890	127.564
2134573	127.630
2140059	127.371
2144751	127.215
2149434	127.290
2154108	127.057
2159584	127.171
2164265	124.891
2168960	116.212
2173651	100.934
2179117	81.854
2183809	69.933
2188491	67.288
2193183	65.705
2198648	65.507
2203390	65.801
2208025	65.991
