FrameCount	TimeStamp	FrameTs	SensorTs	ArrivalTs	TDT_Sample	TDT_status
6	1589886932370	30736877	30732627	1589886932419	402796	20.000
8	1589886932433	30803552	30787563	1589886932486	404492	31.000
9	1589886932464	30836890	30820901	1589886932520	405996	31.000
10	1589886932493	30870228	30854128	1589886932553	407589	31.000
11	1589886932525	30903565	30887465	1589886932586	409269	31.000
12	1589886932557	30936903	30920803	1589886932619	410856	31.000
13	1589886932589	30970241	30954141	1589886932653	412515	31.000
14	1589886932621	31003579	30987479	1589886932686	414111	31.000
15	1589886932653	31036916	31020816	1589886932719	415741	31.000
16	1589886932685	31070254	31054154	1589886932753	417412	31.000
17	1589886932718	31103592	31087492	1589886932786	419070	31.000
18	1589886932750	31136929	31120829	1589886932819	420593	31.000
19	1589886932783	31170267	31154167	1589886932854	422719	31.000
20	1589886932815	31203605	31187505	1589886932886	423987	31.000
21	1589886932848	31236943	31220843	1589886932919	425521	31.000
22	1589886932881	31270280	31254180	1589886932953	427118	31.000
23	1589886932914	31303618	31287518	1589886932986	428746	31.000
24	1589886932947	31336956	31320856	1589886933020	430444	31.000
25	1589886932980	31370293	31354193	1589886933053	431994	31.000
26	1589886933014	31403631	31387531	1589886933086	433616	31.000
27	1589886933047	31436969	31420869	1589886933119	435352	31.000
28	1589886933080	31470307	31454207	1589886933154	437387	31.000
29	1589886933114	31503644	31487544	1589886933186	438698	31.000
30	1589886933148	31536982	31520882	1589886933219	440194	31.000
31	1589886933181	31570320	31554220	1589886933253	441750	31.000
32	1589886933215	31603658	31587558	1589886933286	443372	31.000
33	1589886933249	31636995	31620895	1589886933319	445013	31.000
34	1589886933283	31670333	31654233	1589886933353	446644	31.000
35	1589886933317	31703671	31687571	1589886933386	448282	31.000
36	1589886933351	31737008	31720908	1589886933419	449932	31.000
37	1589886933384	31770346	31754246	1589886933453	451688	31.000
38	1589886933418	31803684	31787584	1589886933486	453178	31.000
39	1589886933452	31837022	31820922	1589886933519	454784	31.000
40	1589886933486	31870359	31854259	1589886933553	456450	31.000
41	1589886933520	31903697	31887597	1589886933586	458022	31.000
42	1589886933554	31937035	31920935	1589886933619	459662	31.000
43	1589886933588	31970373	31954273	1589886933653	461336	31.000
44	1589886933622	32003710	31987610	1589886933686	462985	31.000
45	1589886933656	32037048	32020948	1589886933720	464660	31.000
46	1589886933690	32070386	32054286	1589886933753	466169	31.000
47	1589886933724	32103723	32087623	1589886933786	467819	31.000
48	1589886933758	32137061	32120961	1589886933819	469449	31.000
49	1589886933792	32170399	32154299	1589886933853	471059	31.000
50	1589886933826	32203737	32187637	1589886933886	472858	31.000
51	1589886933860	32237074	32220974	1589886933919	474302	31.000
52	1589886933893	32270412	32254312	1589886933953	475931	31.000
53	1589886933927	32303750	32287650	1589886933986	477613	31.000
54	1589886933961	32337088	32320988	1589886934019	479190	31.000
55	1589886933995	32370425	32354325	1589886934053	480827	31.000
56	1589886934029	32403763	32387663	1589886934086	482492	31.000
57	1589886934063	32437101	32421001	1589886934120	484129	31.000
58	1589886934097	32470438	32454338	1589886934153	485727	31.000
59	1589886934131	32503776	32487676	1589886934186	487341	31.000
60	1589886934165	32537114	32521014	1589886934219	488988	31.000
61	1589886934199	32570452	32554352	1589886934253	490579	31.000
62	1589886934233	32603789	32587689	1589886934287	492718	30.000
63	1589886934267	32637127	32621027	1589886934319	493840	30.000
64	1589886934301	32670465	32654365	1589886934353	495465	30.000
65	1589886934335	32703802	32687702	1589886934386	497094	30.000
66	1589886934369	32737140	32721040	1589886934419	498755	30.000
67	1589886934403	32770478	32754378	1589886934453	500493	31.000
68	1589886934437	32803816	32787716	1589886934486	502056	31.000
69	1589886934472	32837153	32821053	1589886934520	503686	31.000
70	1589886934506	32870491	32854391	1589886934553	505287	31.000
71	1589886934540	32903829	32887729	1589886934586	506860	31.000
72	1589886934574	32937167	32921067	1589886934619	508497	31.000
73	1589886934608	32970504	32954404	1589886934653	510150	31.000
74	1589886934643	33003842	32987742	1589886934686	511740	31.000
75	1589886934677	33037180	33021080	1589886934719	513401	31.000
76	1589886934711	33070517	33054417	1589886934753	515063	31.000
77	1589886934746	33103855	33087755	1589886934786	516638	31.000
78	1589886934780	33137193	33121093	1589886934819	518269	30.000
79	1589886934814	33170531	33154431	1589886934853	519908	30.000
80	1589886934849	33203868	33187768	1589886934886	521719	30.000
81	1589886934884	33237206	33221106	1589886934919	523139	30.000
