TDT_Sample	TDT_status
417324	152.671
421969	170.895
426833	171.068
432189	170.982
436939	171.208
441483	171.214
446365	170.325
451834	170.440
456339	170.662
461208	170.269
465915	170.338
471370	171.050
476054	170.706
480606	171.135
485295	171.018
490697	171.203
495593	172.097
500097	173.197
504794	174.018
510217	175.245
514903	176.228
519598	177.499
524323	178.619
529781	179.485
534445	180.060
539130	180.423
543814	180.999
549281	181.234
553976	181.357
558727	180.928
563387	180.600
568818	180.064
573508	178.782
578213	176.351
582909	158.315
588418	142.787
593041	135.050
597731	129.876
602419	127.655
607885	138.301
612582	158.003
617292	166.801
621952	171.046
627483	175.536
632110	176.192
636796	176.863
641483	176.454
647015	176.907
651640	177.231
656331	175.880
661917	172.816
666486	167.104
671208	157.814
675866	154.993
681326	153.289
686022	152.849
690721	152.484
695397	152.028
700870	151.777
705552	151.016
710251	150.944
714933	150.658
720406	150.609
725087	151.087
729786	151.450
734465	152.127
739940	151.822
744627	152.450
749314	152.704
753995	153.026
759465	153.541
764226	153.651
768842	153.784
773537	153.727
779002	153.912
783687	153.553
788381	153.413
793071	152.710
798533	152.095
803228	150.994
807917	150.272
812595	149.380
818066	148.157
822758	147.252
827459	146.066
832138	145.206
837604	144.712
842297	143.989
847030	143.693
851672	143.644
857134	143.538
861835	143.375
866512	143.607
871212	143.449
876668	143.554
881367	143.488
886048	143.280
890740	143.553
896210	143.142
900901	143.196
905589	143.457
911051	143.430
915734	143.368
920446	143.598
925123	143.415
930584	143.371
935269	143.483
939962	143.397
944651	143.113
950118	143.319
954799	143.383
959497	143.269
964177	143.381
969654	143.191
974345	143.358
979026	143.276
983728	143.371
989178	143.373
993873	143.102
998566	143.353
1003249	143.142
1008722	143.509
1013416	143.245
1018096	143.250
1022780	143.290
1028246	143.344
1032940	142.969
1037634	143.348
1042322	143.270
1047778	143.237
1052493	143.210
1057170	143.147
1061848	143.210
1067324	143.298
1072011	143.182
1076702	143.144
1081386	143.114
1086849	142.996
1091554	143.279
1096245	143.368
1100934	143.159
1106385	143.248
1111084	143.134
1115775	143.226
1120463	143.189
1125930	143.245
1130610	143.135
1135297	143.108
1140771	143.380
1145469	143.241
1150149	142.875
1154832	143.203
1160309	142.924
1165004	142.937
1169730	143.119
1174373	143.240
1179839	143.300
1184526	143.022
1189226	143.130
1193916	142.999
1199379	143.112
1204066	143.201
1208745	143.258
1213440	143.061
1218904	143.136
1223591	143.174
1228333	143.269
1232968	143.146
1238434	142.895
1243138	142.994
1247818	143.260
1252504	143.065
1257967	143.110
1262662	143.254
1267348	143.064
1272042	143.151
1277505	143.216
1282193	143.124
1286898	142.952
1291573	143.361
1297047	143.268
1301731	143.125
1306425	143.339
1311111	143.180
1316590	143.120
1321263	143.232
1325957	143.098
1330639	143.208
1336111	142.949
1340793	143.017
1345484	143.123
1350172	143.061
1355639	143.157
1360332	143.105
1365022	142.925
1370492	143.334
1375185	143.384
1379865	143.231
1384558	143.148
1390023	143.196
1394710	143.299
1399397	143.139
1404104	143.082
1409555	143.068
1414244	143.206
1418934	142.829
1423624	142.996
1429098	142.720
1433782	139.087
1438463	112.883
1443155	76.305
1448618	52.686
1453309	41.585
1457994	41.305
1462686	50.377
1468181	53.637
1472851	54.007
1477533	50.864
1482236	49.245
1487695	48.804
1492375	49.029
1497074	49.224
1501752	49.083
1507222	49.466
1511915	49.320
1516642	49.856
1521281	49.661
1526809	48.772
1531442	48.195
1536136	48.802
1540823	49.772
1546289	49.747
1550977	50.348
1555668	50.588
1560356	50.625
1565820	53.059
1570510	63.168
1575195	79.789
1579886	125.168
1585405	133.812
1590057	138.467
1594735	141.516
1599428	142.916
1604895	142.863
1609582	143.011
1614274	143.313
1619737	142.826
1624429	143.122
1629115	142.854
1633794	143.128
1639267	143.144
1643958	143.002
1648646	142.986
1653341	142.821
1658807	143.160
1663490	142.959
1668174	142.915
1672866	142.905
1678339	142.920
1683032	142.862
1687712	142.823
1692415	142.980
1697866	143.110
1702568	143.151
1707253	142.974
1711947	143.244
1717402	142.774
1722086	143.159
1726788	143.237
1731475	143.011
1736939	143.063
1741627	142.924
1746315	143.020
1751001	143.061
1756486	143.327
1761163	143.190
1765857	142.952
1770542	142.898
1776014	142.957
1780692	143.026
1785387	142.991
1790071	143.088
1795547	143.299
1800236	142.934
1804930	143.205
1809623	143.105
1815072	143.287
1819762	143.222
1824453	142.981
1829142	143.050
1834610	142.905
1839293	142.863
1843989	143.019
1849455	142.878
1854151	141.483
1858826	136.299
1863521	131.294
1868997	125.532
1873677	120.213
1878364	117.795
1883056	114.820
1888522	112.844
1893212	112.274
1897911	111.605
1902582	111.409
1908053	114.993
1912739	116.082
1917442	101.878
1922126	89.056
1927588	77.457
1932310	76.019
1936964	92.902
1941662	89.212
1947120	73.436
1951804	70.814
1956505	74.656
1961182	91.281
1966646	109.884
1971343	121.446
1976034	139.700
1980715	142.627
1986189	142.863
1990882	142.753
1995568	142.960
2000250	142.922
2005722	142.858
2010412	142.789
2015103	142.922
2019784	143.004
2025267	143.393
2029952	142.992
2034632	142.968
2039320	143.022
2044793	142.955
2049504	142.952
2054168	142.818
2058858	142.994
2064323	142.971
2069004	143.044
2073712	142.917
2079185	142.485
2083855	141.946
2088538	136.989
2093236	131.194
2098701	126.546
2103391	122.693
2108153	119.566
2112757	111.218
2118240	102.430
2122918	86.862
2127615	81.260
2132318	82.768
2137768	83.592
2142454	84.036
2147144	86.413
2151835	99.694
2157294	125.386
2161986	135.384
2166712	140.640
2171364	141.950
2176838	142.487
2181538	142.934
2186208	143.127
2190900	143.188
2196367	143.056
2201058	143.023
2205755	143.134
2210440	143.024
2215904	143.096
2220584	143.036
2225309	143.158
2229976	143.088
2235429	142.915
2240123	142.841
2244810	143.166
2249503	143.156
2254967	143.186
2259655	143.077
2264353	143.147
2269043	143.182
2274509	142.994
2279192	142.976
2283873	143.009
2288578	142.987
2294051	143.152
2298730	142.790
2303421	143.042
2308877	143.078
2313572	143.148
2318260	143.187
