FrameCount	TimeStamp	FrameTs	SensorTs	ArrivalTs	TDT_Sample	TDT_status
7	1589904088648	1817621918	1817617668	1589904088697	349896	18.000
8	1589904088681	1817655256	1817651006	1589904088731	351687	18.000
9	1589904088715	1817688594	1817672605	1589904088764	352459	25.000
10	1589904088748	1817721932	1817705943	1589904088798	353953	25.000
11	1589904088782	1817755269	1817739169	1589904088831	354902	25.000
12	1589904088815	1817788607	1817772507	1589904088864	357101	25.000
13	1589904088848	1817821945	1817805845	1589904088898	358149	25.000
14	1589904088882	1817855283	1817839183	1589904088931	359760	25.000
15	1589904088915	1817888620	1817872520	1589904088964	361552	25.000
16	1589904088949	1817921958	1817905858	1589904088998	363011	25.000
17	1589904088982	1817955296	1817939196	1589904089031	364638	25.000
18	1589904089016	1817988633	1817972533	1589904089064	366518	25.000
19	1589904089049	1818021971	1818005871	1589904089097	367882	25.000
20	1589904089082	1818055309	1818039209	1589904089131	369498	25.000
21	1589904089114	1818088647	1818072547	1589904089164	371140	25.000
22	1589904089147	1818121984	1818105884	1589904089197	372829	25.000
23	1589904089180	1818155322	1818139222	1589904089232	374901	25.000
24	1589904089213	1818188660	1818172560	1589904089264	376158	25.000
25	1589904089247	1818221997	1818205897	1589904089297	377841	25.000
26	1589904089280	1818255335	1818239235	1589904089332	379824	25.000
27	1589904089313	1818288673	1818272573	1589904089364	380980	25.000
28	1589904089346	1818322011	1818305911	1589904089397	382531	25.000
29	1589904089379	1818355348	1818339248	1589904089431	384158	25.000
30	1589904089413	1818388686	1818372586	1589904089464	386049	25.000
31	1589904089446	1818422024	1818405924	1589904089497	387419	25.000
32	1589904089479	1818455362	1818439262	1589904089531	389049	25.000
33	1589904089512	1818488699	1818472599	1589904089565	391163	25.000
34	1589904089546	1818522037	1818505937	1589904089597	392289	25.000
35	1589904089579	1818555375	1818539275	1589904089631	393929	25.000
36	1589904089612	1818588712	1818572612	1589904089664	395815	25.000
37	1589904089645	1818622050	1818605950	1589904089697	397173	25.000
38	1589904089679	1818655388	1818639288	1589904089731	399061	25.000
39	1589904089712	1818688726	1818672626	1589904089765	400938	25.000
40	1589904089745	1818722063	1818705963	1589904089797	402054	25.000
