TDT_Sample	TDT_status
418787	135.695
423278	135.729
428249	135.965
433731	153.097
438194	153.638
442864	153.284
447678	153.529
453287	153.565
457877	153.720
462556	153.301
467311	153.047
472776	153.755
477509	153.437
482160	153.445
486678	153.710
492314	153.429
497003	153.623
501701	153.344
506314	153.489
511841	153.652
516511	153.633
521200	153.644
525884	153.473
531377	153.459
536068	153.535
540756	153.626
545452	153.358
550760	153.373
555432	153.425
560156	153.672
564900	153.389
570381	153.723
574949	153.871
579604	153.710
584293	153.573
589815	153.630
594577	153.372
599278	153.456
603862	153.595
609315	153.474
613987	153.517
618703	153.475
623410	153.324
628841	153.394
633557	153.342
638236	153.768
643121	153.461
648362	153.300
653094	153.616
657793	153.527
662512	153.407
667910	153.457
672580	153.574
677343	153.349
682745	153.485
687436	153.369
692209	153.171
696813	153.448
702270	153.486
706963	153.404
711652	153.300
716414	153.687
721809	153.496
726498	153.348
731201	153.556
735894	153.710
741408	153.607
746150	153.117
750715	153.545
755414	153.327
760904	153.265
765571	153.713
770344	153.499
774966	153.718
780424	153.439
785093	153.756
789819	153.670
794505	153.615
799954	153.370
804850	153.419
809327	153.411
814011	153.353
819483	153.751
824175	153.213
828854	153.393
833554	153.613
839019	153.596
843710	153.384
848384	153.615
853093	153.615
858562	153.665
863307	153.513
867954	153.481
872610	153.599
878156	153.482
882796	153.511
887467	153.462
892212	153.266
897613	153.619
902298	153.615
906988	153.432
912465	153.462
917159	153.441
921853	153.524
926532	153.615
931995	153.668
936685	153.401
941370	153.494
946063	153.321
951539	153.479
956212	153.510
960905	153.521
965589	153.447
971061	153.428
975767	153.461
980447	153.344
985128	153.425
990592	153.349
995280	153.403
999968	153.375
1004660	153.593
1010129	153.005
1014818	153.447
1019508	153.722
1024213	153.466
1029667	153.453
1034413	153.742
1039048	153.253
1043721	153.397
1049195	153.573
1053882	153.214
1058575	153.294
1063260	153.530
1068730	153.423
1073424	153.529
1078106	153.346
1082794	153.408
1088268	153.523
1093015	153.335
1097638	153.507
1102335	153.478
1107800	153.354
1112484	153.668
1117168	153.539
1121865	153.705
1127334	153.331
1132028	153.439
1136721	153.450
1142182	153.639
1146860	153.524
1151560	153.357
1156240	153.534
1161709	153.491
1166398	153.501
1171089	153.541
1175773	153.437
1181243	153.553
1185935	153.508
1190625	153.613
1195309	153.214
1200778	153.326
1205465	153.448
1210157	153.746
1214850	153.625
1220320	153.662
1224997	153.439
1229678	153.715
1234374	153.376
1239847	153.343
1244538	153.529
1249220	153.648
1253915	153.627
1259375	153.287
1264066	153.473
1268774	153.441
1273450	153.283
1278912	153.421
1283606	153.214
1288291	153.515
1292983	153.383
1298452	153.275
1303134	153.426
1307827	153.423
1312540	153.465
1317975	153.250
1322676	153.544
1327358	153.383
1332060	153.391
1337514	153.658
1342196	153.742
1346894	153.530
1351601	153.584
1357043	153.489
1361732	153.501
1366421	153.684
1371897	153.458
1376577	153.773
1381268	153.577
1385962	153.469
1391433	153.754
1396116	153.473
1400809	153.205
1405487	153.483
1410958	153.533
1415656	153.291
1420336	153.690
1425041	153.400
1430496	153.525
