TDT_Sample	TDT_status
419704	154.026
424249	153.973
429206	172.060
434721	172.379
439145	172.093
444170	172.084
448648	171.894
454210	171.587
458898	171.658
463715	171.073
468257	171.204
473747	171.262
478216	170.914
482952	170.840
487646	170.609
493279	170.718
497848	170.358
502833	170.010
507352	170.271
512761	170.191
517503	170.626
522309	170.138
526730	170.314
532257	170.583
536819	170.329
541504	170.469
546195	170.073
551662	170.070
556359	170.672
561371	170.438
565796	170.697
571371	170.291
575899	170.096
580582	170.473
585264	170.374
590726	170.285
595475	170.287
600112	170.395
604920	170.776
610274	170.683
614946	170.841
619640	170.418
624547	170.361
629943	170.443
634520	170.201
639171	170.470
643875	170.322
649548	170.704
654018	170.500
658710	170.571
663432	170.505
668879	170.568
673552	170.582
678241	170.619
683713	170.415
688398	170.466
693320	170.129
697773	170.304
703259	170.456
708148	170.528
712631	170.299
717344	170.468
722782	170.550
727465	170.943
732165	170.321
736841	170.440
742312	170.280
747011	170.594
751694	170.607
756376	170.408
762062	170.240
766532	170.070
771225	170.472
775924	170.307
781382	170.319
786067	170.373
790789	170.010
795464	170.063
800913	170.652
805607	171.160
810290	171.851
815211	172.456
820444	172.662
825135	173.798
829827	174.793
834527	175.637
839976	176.850
844669	177.727
849361	178.332
854057	179.219
859516	179.994
864208	180.103
868896	180.369
873578	180.059
879044	180.559
883740	180.176
888426	178.693
893124	177.058
898583	170.276
903272	149.981
908043	143.403
913517	140.190
918111	135.748
922803	135.144
927493	138.701
932957	152.375
937650	165.708
942344	170.549
947024	173.113
952492	174.270
957181	175.748
961870	176.309
966635	176.422
972034	176.311
976718	175.964
981409	175.032
986106	172.751
991561	169.553
996261	163.584
1000944	156.039
1005631	150.692
1011091	149.180
1015792	148.737
1020478	149.261
1025179	149.267
1030675	149.470
1035322	150.410
1040005	151.572
1044701	152.309
1050162	151.601
1054860	152.033
1059535	151.916
1064238	152.022
1069701	152.601
1074384	153.069
1079074	153.762
1083760	154.198
1089253	154.224
1093922	154.602
1098602	154.598
1103296	154.285
1108767	154.151
1113449	153.098
1118143	152.411
1122832	149.381
1128294	146.820
1132987	145.098
1137699	145.008
1143138	144.368
1147836	144.908
1152517	145.224
1157211	144.907
1162673	144.720
1167360	144.234
1172054	144.682
1176755	144.388
1182210	144.498
1186899	144.653
1191584	144.460
1196302	144.569
1201736	144.510
1206429	144.570
1211126	144.494
1215825	144.480
1221287	144.428
1225968	144.663
1230658	144.267
1235353	144.512
1240809	144.348
1245504	144.493
1250184	144.508
1254944	144.410
1260340	144.654
1265034	144.456
1269724	144.421
1274426	144.570
1279879	144.421
1284576	144.277
1289263	144.289
1293950	144.461
1299409	144.474
1304103	144.062
1308786	144.228
1313486	144.376
1318940	144.578
1323639	144.344
1328331	144.337
1333023	144.425
1338471	144.218
1343169	144.609
1347855	144.405
1352542	144.451
1358017	144.187
1362696	144.331
1367394	144.364
1372861	144.112
1377541	144.294
1382240	144.423
1386923	144.369
1392395	144.485
1397079	144.182
1401770	144.289
1406476	144.302
1411927	144.160
1416620	144.330
1421320	144.395
1426015	144.232
1431470	144.229
1436159	144.246
1440833	144.545
1445531	144.469
1451004	144.241
1455681	144.419
1460376	144.264
1465060	144.271
1470532	144.322
1475215	144.346
1479902	144.122
1484597	144.542
1490056	144.358
1494750	144.379
1499436	144.391
1504132	144.279
1509621	144.100
1514298	144.219
1518968	144.430
1523664	144.428
1529127	144.297
1533820	144.428
1538513	144.048
1543197	144.408
1548660	144.113
1553366	144.310
1558047	144.274
1562730	144.290
1568202	143.986
1572889	144.064
1577582	144.270
1582273	144.506
1587735	144.353
1592424	144.233
1597115	144.072
1601796	144.386
1607266	144.260
1611959	144.446
1616656	144.070
1622106	144.147
1626800	144.138
1631484	144.112
1636171	144.000
1641642	144.067
1646329	144.160
1651024	144.317
1655708	144.023
1661193	144.162
1665862	144.283
1670574	144.157
1675254	143.997
1680710	144.211
1685395	144.192
1690083	144.167
1694780	144.274
1700242	143.792
1704931	144.132
1709621	143.897
1714307	144.334
1719781	144.090
1724474	144.038
1729159	144.141
1733852	144.061
1739311	144.211
1744001	144.192
1748698	144.215
1753388	144.218
1758841	144.207
1763539	144.243
1768223	144.209
1772911	144.183
1778378	144.272
1783077	143.962
1787803	143.884
1792444	143.995
1797914	144.198
1802605	144.079
1807300	144.034
1811986	144.114
1817451	144.053
1822139	144.140
1826822	143.991
1831519	144.164
1836983	143.910
1841673	143.934
1846427	143.983
1851825	144.043
1856520	143.910
1861202	143.989
1865894	144.061
1871368	144.064
1876052	144.269
1880752	143.851
1885429	143.301
1890891	137.172
1895579	112.936
1900272	79.793
1904961	59.036
1910476	45.426
1915113	43.014
1919803	45.397
1924490	47.903
1929955	48.967
1934650	50.382
1939338	49.537
1944026	50.835
1949495	51.431
1954181	51.771
1958867	51.883
1963564	52.173
1969033	51.107
1973711	51.232
1978402	51.377
1983091	50.282
1988562	48.739
1993257	48.886
1997963	49.063
2002635	50.344
2008092	51.649
2012781	51.791
2017470	52.032
2022158	52.337
2027678	52.204
2032317	51.693
2037011	55.184
2041694	62.292
2047158	66.440
2051858	97.265
2056534	118.459
2061238	130.116
2066698	135.204
2071387	137.838
2076093	142.764
2081538	143.627
2086224	143.634
2090920	143.816
2095618	143.787
2101072	143.517
2105764	143.929
2110454	143.924
2115143	143.649
2120616	144.003
2125297	143.783
2129996	143.875
2134686	143.616
2140167	143.762
2144834	143.705
2149534	143.760
2154214	143.835
2159680	143.907
2164369	143.814
2169054	143.867
2173751	143.602
2179215	143.867
2183893	143.482
2188585	143.649
2193284	143.802
2198740	143.798
2203425	143.882
2208127	143.763
2212848	143.939
2218283	143.813
2222977	143.772
2227655	143.559
2232344	143.568
2237812	143.882
2242501	143.795
2247189	143.651
2251922	143.728
2257339	143.815
2262040	143.813
2266721	143.710
2271419	143.828
2276879	143.756
2281572	143.640
2286253	143.862
2290944	143.716
2296414	143.785
2301127	143.830
2305796	143.661
2310516	143.726
2315946	143.833
2320633	143.669
2325325	143.843
2330795	143.734
2335486	143.734
2340172	143.900
2344859	143.746
2350322	143.708
2355012	143.645
2359706	143.758
2364387	143.649
2369856	143.384
2374549	143.793
2379242	143.647
2383929	143.812
2389399	143.935
2394086	143.438
2398774	143.715
2403465	143.713
2408937	143.798
2413611	143.720
2418316	143.845
2423026	143.693
2428457	143.551
2433155	143.764
2437843	143.651
2442525	143.576
2447999	143.726
2452692	143.735
2457372	143.959
2462061	143.802
2467524	143.942
2472223	143.845
2476903	143.247
2481598	143.570
2487062	143.698
2491754	143.731
2496437	143.344
2501137	143.730
2506609	143.801
2511291	143.892
2515977	143.676
2520662	143.693
2526131	143.962
2530828	143.621
2535503	143.632
2540192	143.711
2545669	143.502
2550406	143.899
2555039	143.694
2560508	143.700
2565212	143.821
2569880	143.788
2574577	143.812
2580042	143.745
2584741	143.651
2589412	143.720
2594103	143.876
2599578	143.580
2604273	143.574
2608957	143.714
2613635	143.684
2619113	143.731
2623797	143.647
2628491	143.635
2633171	143.559
2638639	143.765
2643345	143.762
2648020	143.746
2652711	143.566
2658173	143.911
2662870	143.695
2667635	143.464
2672246	143.638
2677710	143.745
2682396	143.654
2687087	143.860
2691782	143.865
2697250	143.760
2701935	143.581
2706625	143.644
2711306	143.565
2716785	143.677
2721461	143.632
2726176	143.715
2730848	143.770
2736317	143.635
2741004	143.599
2745694	143.478
2750395	143.373
2755853	143.678
2760542	143.534
2765218	143.614
2769905	143.576
2775377	143.515
2780073	143.339
2784752	140.614
2790240	136.637
2794907	133.471
2799615	129.001
2804289	119.815
2809755	104.938
2814446	96.146
2819148	91.374
2823825	90.374
2829289	90.356
2833988	90.473
2838665	90.684
2843355	90.151
2848822	89.539
2853514	89.205
2858211	87.842
2862900	87.101
2868368	74.118
2873059	70.674
2877736	74.401
2882424	87.191
2887889	74.859
2892580	68.920
2897292	64.621
2901968	70.138
2907425	66.781
2912121	88.634
2916800	106.709
2921498	115.530
2926974	130.339
2931645	140.907
2936335	143.312
2941026	143.374
2946495	143.323
2951183	143.468
2955876	143.088
2960564	143.232
2966024	142.882
2970728	143.265
2975410	143.368
2980100	143.223
2985563	142.966
2990256	143.285
2994939	143.480
2999628	143.540
3005097	143.614
3009778	143.255
3014499	140.312
3019160	136.446
3024630	132.103
3029321	118.460
3034016	98.084
3039468	80.674
3044166	60.692
3048856	55.134
3053539	54.892
3059010	54.987
3063718	54.205
3068391	54.754
3073069	54.935
3078536	55.302
3083240	54.389
3087920	55.777
3092624	55.448
3098073	55.872
3102763	55.822
3107455	56.565
3112138	57.124
3117604	57.309
3122307	57.040
3126982	64.773
3131688	68.819
3137143	78.071
3141829	90.115
3146524	83.175
3151218	76.768
3156681	78.982
3161364	89.263
3166062	109.720
3170749	127.611
3176215	137.911
3180902	142.640
3185595	143.414
3190335	143.147
3195751	142.941
3200428	143.360
3205141	143.396
3209815	143.315
3215304	143.575
3219968	143.596
3224658	143.227
3229342	143.494
3234814	143.463
3239499	143.441
3244194	143.504
3248888	143.522
3254361	143.450
3259040	143.393
3263730	143.357
3269204	143.451
3273886	143.409
3278570	143.557
3283264	143.562
3288722	143.492
3293417	143.411
3298108	143.664
3302794	143.215
3308254	143.541
3312958	143.383
3317644	143.599
3322332	143.644
3327797	143.308
3332488	143.693
3337172	143.260
3341865	143.373
3347323	143.383
3352019	143.623
3356703	143.626
3361387	143.510
3366861	143.450
3371597	143.712
3376238	143.420
3380932	143.661
3386398	143.557
3391082	143.482
3395784	143.526
3400458	143.473
3405933	143.597
3410615	143.601
3415305	143.440
3419992	143.709
3425459	143.492
3430169	143.642
3434841	143.250
3439535	143.590
3445005	143.557
3449682	143.369
3454370	143.531
3459064	143.405
3464533	143.501
3469217	143.589
3473910	143.483
3478594	143.560
3484077	143.373
3488802	143.393
3493445	143.636
3498913	143.554
3503591	143.708
3508282	143.465
3512978	143.652
3518436	143.378
3523133	143.606
3527817	143.577
3532506	143.619
3537972	143.594
3542665	143.546
3547358	143.579
3552040	143.671
3557506	143.489
3562208	143.554
3566900	143.363
3571570	143.432
3577049	143.486
3581731	143.424
3586417	143.626
3591105	143.512
3596582	143.540
3601260	143.249
3606004	143.628
3610645	143.658
3616120	143.654
3620794	143.587
3625488	143.316
3630176	143.648
3635644	143.481
3640331	143.283
3645022	143.470
3649715	143.292
3655185	143.423
3659864	143.675
3664556	143.487
3669251	143.463
3674718	143.485
3679402	143.534
3684082	143.602
3688785	143.217
3694249	143.442
3698949	143.499
3703624	143.374
3708319	143.528
3713788	143.479
3718462	143.627
3723163	143.709
3728632	143.493
3733314	143.478
3738007	143.644
3742698	143.454
3748173	143.482
3752853	143.330
3757535	143.284
3762231	143.311
3767687	143.256
3772394	143.321
3777083	143.390
3781757	143.513
3787224	143.433
3791926	143.616
3796600	143.246
3801295	143.411
3806768	143.574
3811452	143.418
3816142	143.564
3820824	143.513
3826301	143.190
3830988	143.815
3835712	143.510
3840355	143.401
3845832	143.425
3850519	143.407
3855211	143.520
3859896	143.540
3865362	143.435
3870056	143.448
3874738	143.276
3879438	143.348
3884896	143.467
3889579	143.595
3894280	143.257
3898965	143.357
3904427	143.465
3909122	143.151
3913807	142.862
3918499	139.416
3923965	133.830
3928647	125.676
3933343	115.515
3938041	105.836
3943502	99.440
3948184	95.638
3952909	96.562
3957570	96.632
3963025	98.939
3967725	101.211
3972409	104.054
3977883	122.225
3982560	134.093
3987249	142.204
3991946	143.314
3997415	143.267
4002097	143.428
4006790	142.937
4011517	143.142
4016959	143.274
4021628	143.443
4026322	143.735
4031005	143.398
4036482	143.430
4041161	143.621
4045854	143.312
4050543	143.374
4056011	143.362
4060699	143.177
4065389	143.331
4070072	143.275
4075555	143.239
4080237	143.283
4084921	143.543
4089610	143.294
4095082	143.381
4099762	143.426
4104457	143.349
4109143	143.389
4114612	143.433
4119342	143.381
4123982	143.458
4128703	143.714
4134178	143.424
4138830	143.425
4143516	143.512
4148219	143.343
4153685	143.234
4158364	143.383
4163061	143.429
4167750	143.543
4173216	143.446
4177899	143.601
4182586	143.215
4187275	143.601
4192775	143.278
4197443	143.188
4202121	143.182
4207598	143.489
4212282	143.324
4216967	143.229
4221658	143.347
4227122	143.235
4231825	143.473
4236509	143.250
4241187	143.396
4246666	143.163
4251408	143.383
4256037	143.364
4260720	143.391
4266189	143.452
4270881	143.532
4275570	143.317
4280262	143.246
4285722	143.329
4290418	143.460
4295099	143.346
4299801	143.235
4305266	143.111
4309978	143.644
4314634	143.194
4319324	143.574
4324815	143.085
4329491	143.545
4334166	143.170
4338857	143.153
4344324	143.443
4349013	143.351
4353700	143.492
4358388	143.350
4363863	143.368
4368547	143.182
4373242	143.272
4377932	143.267
4383424	143.197
4388086	143.271
4392771	143.110
4397466	143.440
4402946	143.286
4407629	143.523
4412306	143.377
4416993	143.433
4422461	143.346
4427179	143.380
4431846	143.267
4437309	143.311
4442000	143.114
4446683	143.474
4451378	143.374
4456836	143.502
4461527	143.442
4466219	143.175
4470905	143.106
4476374	143.264
4481058	143.356
4485748	143.343
4490440	143.224
4495919	143.413
4500601	143.315
4505284	142.857
4509979	143.168
4515446	143.097
4520137	143.230
4524811	143.456
4529506	143.555
4534977	143.304
4539662	143.266
4544362	143.163
4549046	143.311
4554521	143.044
4559198	143.440
4563885	143.653
4568574	143.259
4574042	143.643
4578727	143.319
4583415	143.376
4588112	143.188
4593583	143.385
4598261	143.401
4602961	143.253
4607638	143.194
4613107	143.035
4617801	143.327
4622500	143.207
4627178	143.537
4632640	143.505
4637338	143.378
4642041	143.281
4646717	143.116
4652188	143.381
4656873	143.293
4661553	143.314
4666244	143.160
4671720	143.214
4676396	143.274
4681099	143.208
4686557	143.259
4691246	143.160
4695933	143.470
4700626	143.332
4706095	143.247
4710776	143.330
4715494	143.367
4720162	143.082
4725632	143.348
4730314	143.405
4735012	143.312
4739692	143.216
4745165	142.922
4749848	143.150
4754533	143.136
4759222	143.240
4764706	143.141
4769373	143.395
4774065	143.354
4778764	143.236
4784224	143.284
4788930	143.300
4793600	143.264
4798299	143.369
4803754	143.121
4808452	143.562
4813143	143.230
4817830	143.173
4823300	142.949
4827996	143.464
4832696	143.496
4837359	143.456
4842831	143.237
4847513	143.252
4852225	143.483
4856900	143.120
4862365	143.554
4867052	143.543
4871732	143.306
4876436	143.116
4881897	143.482
4886580	143.183
4891341	143.240
4895965	143.356
4901435	143.211
4906116	143.483
4910813	143.306
4916278	143.072
4920965	143.158
4925645	143.041
4930346	142.951
4935803	143.093
4940496	143.137
4945182	143.096
4949891	143.266
4955351	142.344
4960032	140.319
4964719	137.195
4969412	131.883
4974880	125.538
4979570	116.396
4984248	105.017
4988942	99.167
4994408	95.974
4999094	96.371
5003790	98.325
5008484	103.715
5013964	105.842
5018639	104.599
5023321	103.617
5028005	103.646
5033475	116.554
