TDT_Sample	TDT_status
417676	122.942
422311	122.092
427150	120.440
432512	137.819
437112	138.465
441781	137.945
446629	138.686
451980	138.330
456765	138.154
461448	138.238
466154	138.261
471618	138.586
476157	138.446
481060	138.451
485753	138.751
491017	138.508
495688	138.528
500551	138.570
505095	138.601
510749	138.496
515257	138.632
519925	138.442
524640	138.534
530064	138.693
534805	138.687
539501	138.662
544220	138.431
549714	138.663
554377	138.383
559052	138.610
563682	138.545
569148	138.607
574041	138.398
578531	138.735
583201	138.412
588694	138.378
593413	138.345
598273	138.383
602729	138.441
608340	138.476
612898	138.746
617683	138.824
622273	138.530
627891	138.439
632436	138.553
637138	138.474
641794	138.531
647266	138.828
651988	138.560
656644	138.440
662118	138.303
666804	138.638
671490	138.944
676182	138.315
681647	138.172
686409	138.485
691040	138.717
695719	138.334
701183	138.101
705874	138.453
710660	138.276
715253	138.342
720716	138.591
725408	138.360
730103	138.278
734925	138.309
740247	138.424
744942	138.494
749625	138.724
754308	138.096
759791	138.496
764484	138.265
769160	138.624
773841	138.205
779316	138.415
784008	138.159
788693	138.047
793382	138.335
798856	138.450
803540	138.626
808227	138.594
812911	138.722
818387	138.325
823068	138.269
827805	138.240
832445	138.593
837918	138.463
842610	138.172
847299	138.470
851995	138.599
857462	138.712
862178	138.343
866837	138.490
871514	138.299
876989	138.382
881679	138.525
886366	138.447
891056	138.304
896525	138.650
901210	138.334
905893	138.452
911371	138.421
916054	138.154
920751	138.656
925440	138.422
930894	138.322
935590	138.827
940280	138.424
944963	138.356
950469	138.070
955121	138.725
959806	138.458
964498	138.655
969966	138.556
974654	138.570
979345	138.460
984031	138.572
989504	138.510
994187	138.602
998874	138.397
1003565	138.396
1009036	138.487
1013728	138.631
1018409	138.422
1023101	138.329
1028572	138.381
1033271	138.086
1037945	138.610
1042639	138.560
1048105	138.297
1052792	138.607
1057483	138.508
1062169	138.248
1067643	138.530
1072336	138.861
1077015	138.654
1081709	138.162
1087173	138.286
1091857	138.501
1096556	138.370
1101237	138.532
1106714	138.492
1111392	138.010
1116087	138.708
1120784	138.401
1126241	138.561
1130921	138.425
1135642	138.363
1141084	138.556
1145770	138.198
1150463	138.494
1155151	138.324
1160621	138.140
1165317	138.592
1169999	138.367
1174757	138.156
1180146	138.510
1184851	138.367
1189532	138.493
1194217	138.306
1199683	138.453
1204379	138.578
1209057	138.588
1213746	138.423
1219241	138.375
1223908	138.458
1228598	138.351
1233317	138.756
1238745	138.597
1243443	138.237
1248134	138.442
1252818	138.751
1258279	138.939
1262977	138.345
1267672	138.770
1272346	138.464
1277819	138.520
1282531	138.417
1287190	138.184
1291904	138.641
1297359	138.263
1302041	138.391
1306723	138.575
1311449	138.669
1316891	138.428
1321587	138.572
1326267	138.695
1330947	138.570
1336422	138.522
1341115	138.470
1345801	138.115
1350500	138.558
1355974	138.802
1360640	138.524
1365362	138.258
1370805	138.626
1375504	138.424
1380182	138.592
1384872	138.762
1390350	138.381
1395021	138.497
1399711	138.249
1404405	138.385
1409862	138.460
1414582	138.694
1419244	138.556
1423941	138.463
1429414	138.367
1434086	138.433
1438775	137.969
1443468	138.264
1448944	138.579
1453629	138.169
1458315	138.609
1463003	138.201
1468471	138.574
1473188	138.188
1477847	138.699
1482531	138.512
1488000	138.299
1492690	138.683
1497379	138.401
1502061	138.424
1507532	138.542
1512225	138.371
1516917	138.460
1521604	138.197
1527072	138.455
1531777	138.209
1536454	138.428
1541135	138.374
1546602	138.208
1551292	138.335
1556003	138.453
1560678	138.212
1566137	138.618
1570822	138.466
1575514	137.947
1580198	138.500
1585671	138.238
1590384	138.571
1595045	138.531
1599739	138.306
1605212	138.473
1609886	138.197
1614583	138.144
1620048	138.273
1624741	138.517
1629419	138.391
1634117	138.744
1639586	138.326
1644264	138.346
1648957	138.708
1653644	138.488
1659116	138.323
1663807	138.390
1668504	138.260
1673186	138.528
1678649	138.281
1683337	138.377
1688030	138.722
1692712	138.442
1698181	138.341
1702870	138.393
1707561	138.485
1712259	138.572
1717716	138.674
1722399	138.275
1727092	138.200
1731779	138.101
1737249	138.138
1741959	138.325
1746641	138.569
1751310	138.594
1756783	138.421
1761466	138.272
1766160	137.988
1770854	138.480
1776314	138.414
1781003	138.320
1785698	138.370
1790391	138.647
1795853	138.512
1800543	138.233
1805241	138.380
1809919	138.209
1815382	138.485
1820068	138.412
1824766	138.246
1829459	138.344
1834922	138.349
1839607	138.600
1844294	138.160
1849775	138.351
1854450	138.367
1859145	137.994
1863843	138.178
1869311	138.511
1873994	138.202
1878668	138.489
1883368	138.231
1888837	138.488
1893520	138.305
1898215	138.560
1902898	138.326
1908369	138.349
1913051	138.325
1917748	138.356
1922442	138.463
1927894	138.797
1932592	138.491
1937282	138.313
1941980	138.285
1947432	138.458
1952124	138.424
1956829	138.631
1961506	138.294
1966969	138.660
1971651	138.279
1976344	138.685
1981039	138.245
1986496	138.426
1991187	138.488
1995936	138.656
2000567	138.494
2006032	138.260
2010724	138.559
2015412	138.907
2020112	138.347
2025560	138.512
2030256	138.080
2034940	138.315
2039638	138.415
2045110	138.153
2049786	138.165
2054493	138.515
2059170	138.562
2064635	138.153
2069321	138.122
2074017	138.435
2079485	138.438
2084168	138.536
2088860	138.636
2093543	138.269
2099024	138.296
2103720	138.600
2108408	138.320
2113119	138.192
2118545	138.601
2123236	138.376
2127936	137.993
2132618	138.172
2138084	138.171
2142777	138.176
2147456	138.333
2152149	138.413
2157610	138.006
2162304	138.689
2166993	138.527
2171726	138.438
2177153	138.363
2181835	138.437
2186531	138.561
2191229	138.628
2196680	138.403
2201376	138.396
2206060	138.317
2210750	138.401
2216218	138.294
2220917	138.450
2225597	138.594
2230305	138.363
2235759	138.417
2240454	138.418
2245123	138.502
2249817	138.117
2255285	138.734
2259996	138.667
2264655	138.290
2269349	138.139
2274818	138.358
2279511	138.215
2284189	138.443
2288929	138.226
2294365	138.365
2299047	138.054
2303729	138.754
2308423	138.419
2313887	138.561
2318577	138.220
2323267	138.206
2328731	138.123
2333418	138.605
2338104	138.211
2342798	138.544
2348268	138.440
2352990	138.486
2357635	138.349
2362333	138.202
2367797	138.323
2372490	138.250
2377174	138.314
2381865	138.463
2387337	138.390
2392019	138.540
2396706	138.138
2401401	138.085
2406868	138.081
2411553	138.276
2416257	138.267
2420932	138.187
2426398	138.578
2431092	138.669
2435778	138.547
2440465	138.345
2445933	138.232
2450616	138.231
2455306	137.990
2460003	138.500
2465462	138.227
2470200	138.306
2474840	138.183
2479542	138.164
2484999	138.381
2489694	138.349
2494384	138.103
2499064	138.325
2504531	138.247
2509224	138.537
2513920	138.547
2518615	138.698
2524071	138.327
2528757	138.787
2533452	138.666
2538139	138.796
2543602	138.588
2548294	138.307
2552979	138.326
2558449	138.265
2563136	138.363
2567817	138.682
2572516	138.341
2577976	138.387
2582665	138.362
2587353	138.506
2592049	138.311
2597512	138.342
2602202	138.730
2606888	138.536
2611580	138.472
2617044	138.440
2621749	138.240
2626424	138.253
2631111	138.376
2636583	138.631
2641275	138.484
2645968	138.670
2650654	138.312
2656122	138.590
2660802	138.378
2665491	138.799
2670193	138.760
2675653	138.181
2680342	138.325
2685039	138.515
2689721	138.678
2695179	138.174
2699866	138.461
2704562	138.620
2709243	138.533
2714714	138.247
2719412	138.204
2724102	138.222
2728788	138.155
2734255	138.522
2738932	138.369
2743638	138.310
2748338	138.691
2753790	138.417
2758469	138.572
2763166	138.483
2767850	138.433
2773320	138.481
2778013	138.243
2782700	138.191
2788167	138.490
2792845	138.492
2797541	138.316
2802226	138.678
2807705	138.340
2812397	138.671
2817106	138.582
2821768	138.332
2827245	138.383
2831915	138.102
2836610	138.469
2841295	138.521
2846761	138.440
2851454	138.230
2856139	138.187
2860833	138.297
2866296	138.351
2870993	138.419
2875699	138.270
2880370	138.397
2885830	138.417
2890519	138.526
2895214	138.244
2899905	138.280
2905369	138.479
2910051	138.158
2914738	138.351
2919427	138.113
2924904	138.284
2929588	138.256
2934306	138.371
2938966	138.472
2944440	138.359
2949120	138.426
2953813	138.394
2958495	138.282
2963966	138.653
2968661	138.340
2973361	138.596
2978032	138.319
2983500	138.368
2988183	138.311
2992887	138.030
2997562	137.981
3003030	138.201
3007734	138.169
3012417	138.596
3017880	138.114
3022571	138.485
3027256	138.508
3031947	138.293
3037416	138.160
3042106	138.204
3046796	138.556
3051481	138.733
3057078	138.551
3061630	138.514
3066322	138.158
3071010	138.394
3076481	138.265
3081173	138.577
3085858	138.503
3090540	138.401
3096015	138.281
3100697	138.490
3105385	138.331
3110154	138.587
3115666	138.487
3120235	138.251
3124947	138.259
3129618	138.725
3135085	137.938
3139771	138.482
3144456	138.467
3149165	138.744
3154618	138.528
3159309	138.288
3164002	138.438
3168683	138.378
3174237	138.296
3178833	138.299
3183530	138.498
3188219	138.315
3193688	138.698
3198369	138.504
3203071	138.822
3207748	138.331
3213221	138.472
3217901	138.247
3222607	138.378
3227285	138.338
3232753	138.333
3237445	138.099
3242128	138.507
3246809	138.592
3252280	138.356
3256977	138.632
3261662	138.381
3267134	138.444
3271825	138.250
3276510	138.385
3281200	138.715
3286662	138.556
3291354	138.864
3296052	138.369
3300730	138.842
3306194	138.278
3310888	138.177
3315582	138.471
3320275	138.451
3325734	138.201
3330416	138.433
3335113	138.522
3339818	138.553
3345257	137.942
3349973	138.270
