nCorrect,nTrials,pCorrect,Fold
419,839,49.9404052443385,1
425,838,50.7159904534606,2
404,838,48.2100238663485,3
457,838,54.5346062052506,4
443,838,52.8639618138425,5
412,838,49.1646778042959,6
398,838,47.4940334128878,7
412,838,49.1646778042959,8
415,838,49.5226730310263,9
407,838,48.5680190930788,10
421,838,50.2386634844869,11
422,838,50.3579952267303,12
428,839,51.0131108462455,13
422,839,50.2979737783075,14
416,838,49.6420047732697,15
415,838,49.5226730310263,16
415,838,49.5226730310263,17
395,839,47.0798569725864,18
403,839,48.0333730631704,19
381,838,45.4653937947494,20
