nCorrect,nTrials,pCorrect,Fold
683,1392,49.066091954023,1
686,1392,49.2816091954023,2
670,1392,48.132183908046,3
692,1392,49.7126436781609,4
706,1392,50.7183908045977,5
710,1392,51.0057471264368,6
701,1392,50.3591954022989,7
732,1392,52.5862068965517,8
688,1392,49.4252873563218,9
708,1392,50.8620689655172,10
713,1392,51.2212643678161,11
710,1392,51.0057471264368,12
704,1392,50.5747126436782,13
714,1392,51.2931034482759,14
723,1392,51.9396551724138,15
723,1392,51.9396551724138,16
686,1392,49.2816091954023,17
694,1392,49.8563218390805,18
708,1392,50.8620689655172,19
710,1392,51.0057471264368,20
