vert_offset_X0,horiz_offset_X0,amplitude_X0,coldness_X0,Run,vert_offset_Xfit,horiz_offset_Xfit,amplitude_Xfit,coldness_Xfit,NegLogLik,Fold
0.564970037728945,-14.5700864570391,0.146370319561857,1.11378587031212,1,0.500000001100299,-56.6663186295618,0.407793268157656,2.88521918216754,670.837860795193,1
0.938375440948163,36.272791747528,0.383814663757171,1.12470585777439,2,0.500000000148657,35.5840084136745,7.41580373903748e-10,1.06760428974811,998.131940046363,1
0.896322416021993,138.843082037858,0.247685297602462,0.174048185928719,3,0.500000124144954,138.887242362248,2.51717220134255e-08,0.127855751057304,998.131944006275,1
0.807084098222523,-138.06302399796,0.102422087345715,0.240888838898819,4,0.50000000643935,-56.6662947386519,0.477311275626709,2.46500134394696,670.837862395178,1
0.534557416538499,47.954192939213,0.472393457690423,0.00858351938645323,5,0.500039157030637,48.5732440955537,2.90609495885948e-05,0.000405372223796494,998.131944003736,1
0.897045302608502,145.199077791274,0.287135011198505,2.93954438053474,6,0.50000007197517,146.412882511359,1.5281956634523e-08,0.220536593072476,998.13194400634,1
0.616376412786356,110.404827996884,0.176250379217386,1.08138369010619,7,0.500016164900803,105.363328688911,3.33165827423907e-06,0.000195709942480275,998.131940805019,1
0.57653699863987,158.085572317801,0.111723488635136,0.809174783498466,8,0.500076116110289,159.329969392628,1.83472498246769e-05,0.00018935435032346,998.131943635464,1
0.73196417073825,73.3893430770635,0.375949927349805,2.00612339107805,9,0.500000021983896,75.9725431687182,6.33942720035515e-09,0.144538467256042,998.131940807052,1
0.96329558317987,-147.917574875738,0.451439747955042,0.01881635273028,10,0.500000000216185,-56.6663123243817,0.400611767949739,2.93694098809328,670.83786047517,1
0.972540674555396,125.275712277374,0.483217890795631,1.85043805117399,11,0.500000009719899,125.284638396108,1.90052450302945e-09,1.6353274293366,998.131944012782,1
0.617910682131039,-98.9178636341943,0.389591658093328,0.67717784756691,12,0.500000006206315,-56.6663022737832,0.46000564589269,2.55773613049759,670.837862395303,1
0.686880195260229,-42.1328802135857,0.0908854970549896,1.01976881463059,13,0.50000000112417,-56.6663238298916,0.416633789469831,2.82399889777107,670.837860795222,1
