nCorrect,nTrials,pCorrect,Fold
488,839,58.1644815256257,1
501,838,59.7852028639618,2
519,838,61.9331742243437,3
541,838,64.5584725536993,4
507,838,60.5011933174224,5
502,838,59.9045346062053,6
512,838,61.0978520286396,7
504,838,60.1431980906921,8
548,838,65.3937947494033,9
479,838,57.1599045346062,10
513,838,61.2171837708831,11
509,838,60.7398568019093,12
549,839,65.435041716329,13
556,839,66.26936829559,14
500,838,59.6658711217184,15
529,838,63.126491646778,16
499,838,59.5465393794749,17
513,839,61.1442193087008,18
518,839,61.7401668653158,19
486,838,57.9952267303103,20
