nCorrect,nTrials,pCorrect,Fold
405,838,48.3293556085919,1
431,838,51.4319809069212,2
432,838,51.5513126491647,3
415,838,49.5226730310263,4
435,839,51.8474374255066,5
408,838,48.6873508353222,6
430,838,51.3126491646778,7
410,838,48.9260143198091,8
418,838,49.8806682577566,9
441,838,52.6252983293556,10
431,839,51.3706793802145,11
432,838,51.5513126491647,12
439,838,52.3866348448687,13
415,838,49.5226730310263,14
401,838,47.8520286396181,15
421,839,50.1787842669845,16
406,838,48.4486873508353,17
407,839,48.5101311084625,18
418,838,49.8806682577566,19
426,839,50.7747318235995,20
