Ferret,Block,Name,Date,Height,Width,FPS
F1701_Pendleton,Block_J4-1,2017-11-30_Track_15-16-37.avi,2017-11-30 15-16-37,480,640,10.0
F1701_Pendleton,Block_J4-16,2017-12-19_Track_15-26-05.avi,2017-12-19 15-26-05,480,640,10.0
F1701_Pendleton,Block_J4-18,2017-12-20_Track_14-54-44.avi,2017-12-20 14-54-44,480,640,25.0
F1701_Pendleton,Block_J4-19,2017-12-21_Track_09-32-40.avi,2017-12-21 09-32-40,480,640,10.0
F1701_Pendleton,Block_J4-21,2017-12-22_Track_09-52-32.avi,2017-12-22 09-52-32,480,640,10.0
F1701_Pendleton,Block_J4-22,2017-12-22_Track_14-33-28.avi,2017-12-22 14-33-28,480,640,10.0
F1701_Pendleton,Block_J5-1,2018-01-08_Track_09-14-16.avi,2018-01-08 09-14-16,0,0,0.0
F1701_Pendleton,Block_J5-10,2018-01-11_Track_09-21-11.avi,2018-01-11 09-21-11,240,320,30.00003000003
F1701_Pendleton,Block_J5-11,2018-01-11_Track_15-15-57.avi,2018-01-11 15-15-57,240,320,30.00003000003
F1701_Pendleton,Block_J5-12,2018-01-12_Track_09-27-53.avi,2018-01-12 09-27-53,240,320,30.00003000003
F1701_Pendleton,Block_J5-13,2018-01-12_Track_15-49-49.avi,2018-01-12 15-49-49,240,320,30.00003000003
F1701_Pendleton,Block_J5-14,2018-01-15_Track_09-29-51.avi,2018-01-15 09-29-51,240,320,30.00003000003
F1701_Pendleton,Block_J5-16,2018-01-16_Track_09-41-19.avi,2018-01-16 09-41-19,240,320,30.00003000003
F1701_Pendleton,Block_J5-18,2018-01-17_Track_09-56-32.avi,2018-01-17 09-56-32,240,320,30.00003000003
F1701_Pendleton,Block_J5-192,2018-06-18_Track_08-59-48.avi,2018-06-18 08-59-48,480,640,10.0
F1701_Pendleton,Block_J5-193,2018-06-18_Track_14-26-08.avi,2018-06-18 14-26-08,480,640,20.0
F1701_Pendleton,Block_J5-194,2018-06-19_Track_09-07-40.avi,2018-06-19 09-07-40,480,640,20.0
F1701_Pendleton,Block_J5-195,2018-06-19_Track_14-20-39.avi,2018-06-19 14-20-39,480,640,20.0
F1701_Pendleton,Block_J5-196,2018-06-20_Track_09-11-34.avi,2018-06-20 09-11-34,480,640,20.0
F1701_Pendleton,Block_J5-197,2018-06-20_Track_14-31-43.avi,2018-06-20 14-31-43,480,640,20.0
F1701_Pendleton,Block_J5-198,2018-06-21_Track_09-22-35.avi,2018-06-21 09-22-35,480,640,20.0
F1701_Pendleton,Block_J5-199,2018-06-21_Track_14-42-44.avi,2018-06-21 14-42-44,480,640,20.0
F1701_Pendleton,Block_J5-2,2018-01-08_Track_14-37-59.avi,2018-01-08 14-37-59,240,320,30.00003000003
F1701_Pendleton,Block_J5-20,2018-01-18_Track_10-04-51.avi,2018-01-18 10-04-51,240,320,30.00003000003
F1701_Pendleton,Block_J5-200,2018-06-22_Track_07-35-50.avi,2018-06-22 07-35-50,480,640,20.0
F1701_Pendleton,Block_J5-201,2018-06-22_Track_14-08-04.avi,2018-06-22 14-08-04,480,640,20.0
F1701_Pendleton,Block_J5-202,2018-06-25_Track_09-35-20.avi,2018-06-25 09-35-20,480,640,20.0
F1701_Pendleton,Block_J5-203,2018-06-25_Track_14-47-53.avi,2018-06-25 14-47-53,480,640,20.0
F1701_Pendleton,Block_J5-204,2018-06-26_Track_08-40-41.avi,2018-06-26 08-40-41,480,640,20.0
F1701_Pendleton,Block_J5-205,2018-06-26_Track_14-52-05.avi,2018-06-26 14-52-05,480,640,20.0
F1701_Pendleton,Block_J5-206,2018-06-27_Track_09-38-27.avi,2018-06-27 09-38-27,480,640,20.0
F1701_Pendleton,Block_J5-207,2018-06-27_Track_14-32-55.avi,2018-06-27 14-32-55,480,640,20.0
F1701_Pendleton,Block_J5-208,2018-06-28_Track_08-39-44.avi,2018-06-28 08-39-44,480,640,20.0
F1701_Pendleton,Block_J5-209,2018-06-28_Track_14-40-49.avi,2018-06-28 14-40-49,480,640,20.0
F1701_Pendleton,Block_J5-21,2018-01-18_Track_16-31-31.avi,2018-01-18 16-31-31,240,320,30.00003000003
F1701_Pendleton,Block_J5-210,2018-06-29_Track_08-57-10.avi,2018-06-29 08-57-10,480,640,20.0
F1701_Pendleton,Block_J5-211,2018-06-29_Track_15-31-27.avi,2018-06-29 15-31-27,480,640,20.0
F1701_Pendleton,Block_J5-212,2018-07-09_Track_10-08-53.avi,2018-07-09 10-08-53,480,640,20.0
F1701_Pendleton,Block_J5-213,2018-07-09_Track_14-49-28.avi,2018-07-09 14-49-28,480,640,20.0
F1701_Pendleton,Block_J5-214,2018-07-10_Track_09-36-11.avi,2018-07-10 09-36-11,480,640,20.0
F1701_Pendleton,Block_J5-215,2018-07-10_Track_15-06-13.avi,2018-07-10 15-06-13,480,640,20.0
F1701_Pendleton,Block_J5-216,2018-07-11_Track_09-26-15.avi,2018-07-11 09-26-15,480,640,20.0
F1701_Pendleton,Block_J5-217,2018-07-11_Track_15-30-17.avi,2018-07-11 15-30-17,480,640,20.0
F1701_Pendleton,Block_J5-218,2018-07-12_Track_09-39-42.avi,2018-07-12 09-39-42,480,640,20.0
F1701_Pendleton,Block_J5-219,2018-07-12_Track_15-23-20.avi,2018-07-12 15-23-20,480,640,20.0
F1701_Pendleton,Block_J5-22,2018-01-19_Track_11-25-32.avi,2018-01-19 11-25-32,240,320,30.00003000003
F1701_Pendleton,Block_J5-220,2018-07-13_Track_09-11-39.avi,2018-07-13 09-11-39,480,640,20.0
F1701_Pendleton,Block_J5-221,2018-07-13_Track_15-43-45.avi,2018-07-13 15-43-45,480,640,20.0
F1701_Pendleton,Block_J5-222,2018-07-16_Track_09-44-06.avi,2018-07-16 09-44-06,480,640,20.0
F1701_Pendleton,Block_J5-223,2018-07-16_Track_14-46-53.avi,2018-07-16 14-46-53,480,640,20.0
F1701_Pendleton,Block_J5-224,2018-07-17_Track_09-31-11.avi,2018-07-17 09-31-11,480,640,20.0
F1701_Pendleton,Block_J5-225,2018-07-17_Track_15-04-20.avi,2018-07-17 15-04-20,480,640,20.0
F1701_Pendleton,Block_J5-226,2018-07-18_Track_10-00-22.avi,2018-07-18 10-00-22,480,640,20.0
F1701_Pendleton,Block_J5-227,2018-07-18_Track_16-28-51.avi,2018-07-18 16-28-51,480,640,20.0
F1701_Pendleton,Block_J5-228,2018-07-19_Track_09-33-43.avi,2018-07-19 09-33-43,480,640,20.0
F1701_Pendleton,Block_J5-229,2018-07-19_Track_15-36-35.avi,2018-07-19 15-36-35,480,640,20.0
F1701_Pendleton,Block_J5-230,2018-07-20_Track_09-15-12.avi,2018-07-20 09-15-12,480,640,20.0
F1701_Pendleton,Block_J5-231,2018-07-20_Track_15-44-15.avi,2018-07-20 15-44-15,480,640,20.0
F1701_Pendleton,Block_J5-232,2018-07-23_Track_10-00-07.avi,2018-07-23 10-00-07,480,640,20.0
F1701_Pendleton,Block_J5-233,2018-07-23_Track_15-03-52.avi,2018-07-23 15-03-52,480,640,20.0
F1701_Pendleton,Block_J5-234,2018-07-24_Track_09-59-00.avi,2018-07-24 09-59-00,480,640,20.0
F1701_Pendleton,Block_J5-235,2018-07-24_Track_15-14-36.avi,2018-07-24 15-14-36,480,640,20.0
F1701_Pendleton,Block_J5-236,2018-07-25_Track_09-33-49.avi,2018-07-25 09-33-49,480,640,20.0
F1701_Pendleton,Block_J5-237,2018-07-25_Track_15-17-21.avi,2018-07-25 15-17-21,480,640,20.0
F1701_Pendleton,Block_J5-238,2018-07-26_Track_09-29-27.avi,2018-07-26 09-29-27,480,640,20.0
F1701_Pendleton,Block_J5-239,2018-07-26_Track_15-50-11.avi,2018-07-26 15-50-11,480,640,20.0
F1701_Pendleton,Block_J5-24,2018-01-19_Track_15-18-25.avi,2018-01-19 15-18-25,240,320,30.00003000003
F1701_Pendleton,Block_J5-240,2018-07-27_Track_10-31-16.avi,2018-07-27 10-31-16,480,640,20.0
F1701_Pendleton,Block_J5-241,2018-07-27_Track_16-39-11.avi,2018-07-27 16-39-11,480,640,20.0
F1701_Pendleton,Block_J5-242,2018-07-30_Track_09-45-30.avi,2018-07-30 09-45-30,480,640,20.0
F1701_Pendleton,Block_J5-243,2018-07-30_Track_15-14-44.avi,2018-07-30 15-14-44,480,640,20.0
F1701_Pendleton,Block_J5-245,2018-07-31_Track_15-05-08.avi,2018-07-31 15-05-08,480,640,20.0
F1701_Pendleton,Block_J5-246,2018-08-01_Track_10-07-29.avi,2018-08-01 10-07-29,480,640,20.0
F1701_Pendleton,Block_J5-247,2018-08-01_Track_15-33-04.avi,2018-08-01 15-33-04,480,640,20.0
F1701_Pendleton,Block_J5-248,2018-08-02_Track_09-05-17.avi,2018-08-02 09-05-17,480,640,20.0
F1701_Pendleton,Block_J5-249,2018-08-02_Track_14-34-10.avi,2018-08-02 14-34-10,480,640,20.0
F1701_Pendleton,Block_J5-25,2018-01-22_Track_10-23-30.avi,2018-01-22 10-23-30,240,320,30.00003000003
F1701_Pendleton,Block_J5-250,2018-08-03_Track_09-38-48.avi,2018-08-03 09-38-48,480,640,20.0
F1701_Pendleton,Block_J5-251,2018-08-13_Track_09-14-15.avi,2018-08-13 09-14-15,480,640,20.0
F1701_Pendleton,Block_J5-252,2018-08-13_Track_14-29-14.avi,2018-08-13 14-29-14,480,640,20.0
F1701_Pendleton,Block_J5-253,2018-08-14_Track_10-05-59.avi,2018-08-14 10-05-59,480,640,20.0
F1701_Pendleton,Block_J5-254,2018-08-15_Track_09-46-02.avi,2018-08-15 09-46-02,480,640,20.0
F1701_Pendleton,Block_J5-255,2018-08-15_Track_15-48-29.avi,2018-08-15 15-48-29,480,640,20.0
F1701_Pendleton,Block_J5-256,2018-08-16_Track_10-23-46.avi,2018-08-16 10-23-46,480,640,20.0
F1701_Pendleton,Block_J5-257,2018-08-16_Track_15-15-16.avi,2018-08-16 15-15-16,480,640,20.0
F1701_Pendleton,Block_J5-259,2018-08-17_Track_11-46-56.avi,2018-08-17 11-46-56,480,640,20.0
F1701_Pendleton,Block_J5-260,2018-08-17_Track_15-42-52.avi,2018-08-17 15-42-52,480,640,20.0
F1701_Pendleton,Block_J5-261,2018-08-20_Track_09-34-13.avi,2018-08-20 09-34-13,480,640,20.0
F1701_Pendleton,Block_J5-262,2018-08-20_Track_14-58-11.avi,2018-08-20 14-58-11,480,640,20.0
F1701_Pendleton,Block_J5-263,2018-08-21_Track_09-34-19.avi,2018-08-21 09-34-19,480,640,20.0
F1701_Pendleton,Block_J5-264,2018-08-21_Track_14-54-14.avi,2018-08-21 14-54-14,480,640,20.0
F1701_Pendleton,Block_J5-265,2018-08-22_Track_09-23-09.avi,2018-08-22 09-23-09,480,640,20.0
F1701_Pendleton,Block_J5-266,2018-08-22_Track_14-53-51.avi,2018-08-22 14-53-51,480,640,20.0
F1701_Pendleton,Block_J5-267,2018-08-23_Track_09-51-39.avi,2018-08-23 09-51-39,480,640,20.0
F1701_Pendleton,Block_J5-268,2018-08-23_Track_15-36-35.avi,2018-08-23 15-36-35,480,640,20.0
F1701_Pendleton,Block_J5-269,2018-08-24_Track_08-36-27.avi,2018-08-24 08-36-27,480,640,20.0
F1701_Pendleton,Block_J5-27,2018-01-22_Track_15-04-00.avi,2018-01-22 15-04-00,240,320,30.00003000003
F1701_Pendleton,Block_J5-270,2018-08-24_Track_15-25-52.avi,2018-08-24 15-25-52,480,640,20.0
F1701_Pendleton,Block_J5-271,2018-08-27_Track_08-56-48.avi,2018-08-27 08-56-48,480,640,20.0
F1701_Pendleton,Block_J5-272,2018-08-27_Track_14-50-29.avi,2018-08-27 14-50-29,480,640,20.0
F1701_Pendleton,Block_J5-273,2018-08-28_Track_09-05-39.avi,2018-08-28 09-05-39,480,640,20.0
F1701_Pendleton,Block_J5-274,2018-08-28_Track_14-29-46.avi,2018-08-28 14-29-46,480,640,20.0
F1701_Pendleton,Block_J5-275,2018-08-29_Track_09-22-17.avi,2018-08-29 09-22-17,480,640,20.0
F1701_Pendleton,Block_J5-276,2018-08-29_Track_14-31-55.avi,2018-08-29 14-31-55,480,640,20.0
F1701_Pendleton,Block_J5-277,2018-08-30_Track_08-51-38.avi,2018-08-30 08-51-38,480,640,20.0
F1701_Pendleton,Block_J5-278,2018-08-30_Track_14-42-38.avi,2018-08-30 14-42-38,480,640,20.0
F1701_Pendleton,Block_J5-279,2018-08-31_Track_09-23-30.avi,2018-08-31 09-23-30,480,640,20.0
F1701_Pendleton,Block_J5-28,2018-01-23_Track_09-36-05.avi,2018-01-23 09-36-05,240,320,30.00003000003
F1701_Pendleton,Block_J5-280,2018-08-31_Track_14-41-25.avi,2018-08-31 14-41-25,480,640,20.0
F1701_Pendleton,Block_J5-281,2018-09-17_Track_09-49-56.avi,2018-09-17 09-49-56,480,640,20.0
F1701_Pendleton,Block_J5-282,2018-09-17_Track_15-08-05.avi,2018-09-17 15-08-05,480,640,20.0
F1701_Pendleton,Block_J5-283,2018-09-18_Track_09-51-48.avi,2018-09-18 09-51-48,480,640,20.0
F1701_Pendleton,Block_J5-284,2018-09-18_Track_14-47-32.avi,2018-09-18 14-47-32,480,640,20.0
F1701_Pendleton,Block_J5-285,2018-09-19_Track_09-58-04.avi,2018-09-19 09-58-04,480,640,20.0
F1701_Pendleton,Block_J5-286,2018-09-19_Track_15-15-30.avi,2018-09-19 15-15-30,480,640,20.0
F1701_Pendleton,Block_J5-287,2018-09-20_Track_09-42-33.avi,2018-09-20 09-42-33,480,640,20.0
F1701_Pendleton,Block_J5-288,2018-09-20_Track_15-16-04.avi,2018-09-20 15-16-04,480,640,20.0
F1701_Pendleton,Block_J5-289,2018-09-21_Track_08-27-48.avi,2018-09-21 08-27-48,480,640,20.0
F1701_Pendleton,Block_J5-29,2018-01-23_Track_14-44-35.avi,2018-01-23 14-44-35,240,320,30.00003000003
F1701_Pendleton,Block_J5-290,2018-09-21_Track_15-42-15.avi,2018-09-21 15-42-15,480,640,20.0
F1701_Pendleton,Block_J5-291,2018-09-24_Track_10-14-40.avi,2018-09-24 10-14-40,480,640,20.0
F1701_Pendleton,Block_J5-292,2018-09-24_Track_15-00-18.avi,2018-09-24 15-00-18,480,640,20.0
F1701_Pendleton,Block_J5-293,2018-09-25_Track_10-11-00.avi,2018-09-25 10-11-00,480,640,20.0
F1701_Pendleton,Block_J5-294,2018-09-25_Track_15-01-02.avi,2018-09-25 15-01-02,480,640,20.0
F1701_Pendleton,Block_J5-295,2018-09-26_Track_10-06-15.avi,2018-09-26 10-06-15,480,640,20.0
F1701_Pendleton,Block_J5-296,2018-09-26_Track_16-13-03.avi,2018-09-26 16-13-03,480,640,20.0
F1701_Pendleton,Block_J5-297,2018-09-27_Track_09-08-56.avi,2018-09-27 09-08-56,480,640,20.0
F1701_Pendleton,Block_J5-298,2018-09-27_Track_15-34-55.avi,2018-09-27 15-34-55,480,640,20.0
F1701_Pendleton,Block_J5-299,2018-09-28_Track_08-46-38.avi,2018-09-28 08-46-38,480,640,20.0
F1701_Pendleton,Block_J5-3,2018-01-09_Track_09-18-53.avi,2018-01-09 09-18-53,240,320,30.00003000003
F1701_Pendleton,Block_J5-300,2018-09-28_Track_15-10-15.avi,2018-09-28 15-10-15,480,640,20.0
F1701_Pendleton,Block_J5-301,2018-10-01_Track_09-55-15.avi,2018-10-01 09-55-15,480,640,20.0
F1701_Pendleton,Block_J5-302,2018-10-01_Track_15-03-14.avi,2018-10-01 15-03-14,480,640,20.0
F1701_Pendleton,Block_J5-303,2018-10-02_Track_09-25-24.avi,2018-10-02 09-25-24,480,640,20.0
F1701_Pendleton,Block_J5-305,2018-10-02_Track_14-58-46.avi,2018-10-02 14-58-46,480,640,20.0
F1701_Pendleton,Block_J5-306,2018-10-03_Track_09-22-10.avi,2018-10-03 09-22-10,480,640,20.0
F1701_Pendleton,Block_J5-307,2018-10-03_Track_14-55-00.avi,2018-10-03 14-55-00,480,640,20.0
F1701_Pendleton,Block_J5-308,2018-10-04_Track_09-19-34.avi,2018-10-04 09-19-34,480,640,20.0
F1701_Pendleton,Block_J5-309,2018-10-04_Track_15-13-33.avi,2018-10-04 15-13-33,480,640,20.0
F1701_Pendleton,Block_J5-310,2018-10-04_Track_15-34-05.avi,2018-10-04 15-34-05,480,640,20.0
F1701_Pendleton,Block_J5-311,2018-10-05_Track_09-54-44.avi,2018-10-05 09-54-44,480,640,20.0
F1701_Pendleton,Block_J5-312,2018-10-05_Track_15-58-01.avi,2018-10-05 15-58-01,480,640,20.0
F1701_Pendleton,Block_J5-313,2018-10-15_Track_09-30-06.avi,2018-10-15 09-30-06,480,640,20.0
F1701_Pendleton,Block_J5-314,2018-10-15_Track_14-34-33.avi,2018-10-15 14-34-33,480,640,20.0
F1701_Pendleton,Block_J5-315,2018-10-16_Track_10-24-32.avi,2018-10-16 10-24-32,480,640,20.0
F1701_Pendleton,Block_J5-316,2018-10-16_Track_15-28-02.avi,2018-10-16 15-28-02,480,640,20.0
F1701_Pendleton,Block_J5-317,2018-10-17_Track_10-17-42.avi,2018-10-17 10-17-42,480,640,20.0
F1701_Pendleton,Block_J5-318,2018-10-17_Track_14-54-38.avi,2018-10-17 14-54-38,480,640,20.0
F1701_Pendleton,Block_J5-319,2018-10-18_Track_09-13-06.avi,2018-10-18 09-13-06,480,640,20.0
F1701_Pendleton,Block_J5-32,2018-01-25_Track_09-26-41.avi,2018-01-25 09-26-41,240,320,30.00003000003
F1701_Pendleton,Block_J5-320,2018-10-18_Track_15-36-26.avi,2018-10-18 15-36-26,480,640,20.0
F1701_Pendleton,Block_J5-321,2018-10-19_Track_09-59-57.avi,2018-10-19 09-59-57,480,640,10.0
F1701_Pendleton,Block_J5-322,2018-10-19_Track_15-13-08.avi,2018-10-19 15-13-08,480,640,10.0
F1701_Pendleton,Block_J5-323,2018-10-22_Track_10-14-08.avi,2018-10-22 10-14-08,480,640,10.0
F1701_Pendleton,Block_J5-324,2018-10-22_Track_15-24-51.avi,2018-10-22 15-24-51,480,640,10.0
F1701_Pendleton,Block_J5-325,2018-10-23_Track_10-14-23.avi,2018-10-23 10-14-23,480,640,10.0
F1701_Pendleton,Block_J5-326,2018-10-23_Track_15-13-46.avi,2018-10-23 15-13-46,480,640,10.0
F1701_Pendleton,Block_J5-327,2018-10-24_Track_10-16-41.avi,2018-10-24 10-16-41,480,640,10.0
F1701_Pendleton,Block_J5-328,2018-10-24_Track_15-37-59.avi,2018-10-24 15-37-59,480,640,10.0
F1701_Pendleton,Block_J5-329,2018-10-25_Track_09-39-54.avi,2018-10-25 09-39-54,480,640,10.0
F1701_Pendleton,Block_J5-33,2018-01-25_Track_14-54-46.avi,2018-01-25 14-54-46,240,320,30.00003000003
F1701_Pendleton,Block_J5-330,2018-10-25_Track_15-39-57.avi,2018-10-25 15-39-57,480,640,10.0
F1701_Pendleton,Block_J5-331,2018-10-26_Track_11-22-08.avi,2018-10-26 11-22-08,480,640,10.0
F1701_Pendleton,Block_J5-333,2018-10-29_Track_09-33-49.avi,2018-10-29 09-33-49,480,640,10.0
F1701_Pendleton,Block_J5-334,2018-10-29_Track_16-07-33.avi,2018-10-29 16-07-33,480,640,10.0
F1701_Pendleton,Block_J5-335,2018-10-30_Track_10-18-49.avi,2018-10-30 10-18-49,480,640,10.0
F1701_Pendleton,Block_J5-336,2018-10-30_Track_15-46-07.avi,2018-10-30 15-46-07,480,640,10.0
F1701_Pendleton,Block_J5-337,2018-10-31_Track_08-26-58.avi,2018-10-31 08-26-58,480,640,10.0
F1701_Pendleton,Block_J5-338,2018-10-31_Track_14-22-51.avi,2018-10-31 14-22-51,480,640,10.0
F1701_Pendleton,Block_J5-339,2018-11-01_Track_09-38-00.avi,2018-11-01 09-38-00,480,640,10.0
F1701_Pendleton,Block_J5-340,2018-11-01_Track_16-29-11.avi,2018-11-01 16-29-11,480,640,10.0
F1701_Pendleton,Block_J5-341,2018-11-02_Track_10-18-31.avi,2018-11-02 10-18-31,480,640,10.0
F1701_Pendleton,Block_J5-342,2018-11-02_Track_15-21-09.avi,2018-11-02 15-21-09,480,640,10.0
F1701_Pendleton,Block_J5-343,2018-11-05_Track_10-13-02.avi,2018-11-05 10-13-02,480,640,10.0
F1701_Pendleton,Block_J5-344,2018-11-05_Track_15-17-20.avi,2018-11-05 15-17-20,480,640,10.0
F1701_Pendleton,Block_J5-345,2018-11-06_Track_10-01-19.avi,2018-11-06 10-01-19,480,640,10.0
F1701_Pendleton,Block_J5-346,2018-11-06_Track_15-27-07.avi,2018-11-06 15-27-07,480,640,10.0
F1701_Pendleton,Block_J5-347,2018-11-07_Track_09-56-22.avi,2018-11-07 09-56-22,480,640,10.0
F1701_Pendleton,Block_J5-348,2018-11-07_Track_16-18-32.avi,2018-11-07 16-18-32,480,640,10.0
F1701_Pendleton,Block_J5-349,2018-11-08_Track_09-04-04.avi,2018-11-08 09-04-04,480,640,10.0
F1701_Pendleton,Block_J5-350,2018-11-08_Track_14-39-05.avi,2018-11-08 14-39-05,480,640,10.0
F1701_Pendleton,Block_J5-351,2018-11-09_Track_10-21-50.avi,2018-11-09 10-21-50,480,640,10.0
F1701_Pendleton,Block_J5-352,2018-11-09_Track_15-21-11.avi,2018-11-09 15-21-11,480,640,10.0
F1701_Pendleton,Block_J5-353,2018-11-19_Track_09-39-13.avi,2018-11-19 09-39-13,480,640,10.0
F1701_Pendleton,Block_J5-354,2018-11-19_Track_15-24-03.avi,2018-11-19 15-24-03,480,640,10.0
F1701_Pendleton,Block_J5-355,2018-11-20_Track_09-32-07.avi,2018-11-20 09-32-07,480,640,10.0
F1701_Pendleton,Block_J5-356,2018-11-20_Track_15-07-21.avi,2018-11-20 15-07-21,480,640,10.0
F1701_Pendleton,Block_J5-357,2018-11-20_Track_15-07-21.avi,2018-11-20 15-07-21,480,640,10.0
F1701_Pendleton,Block_J5-358,2018-11-20_Track_15-07-21.avi,2018-11-20 15-07-21,480,640,10.0
F1701_Pendleton,Block_J5-359,2018-11-21_Track_09-09-59.avi,2018-11-21 09-09-59,480,640,10.0
F1701_Pendleton,Block_J5-360,2018-11-21_Track_14-31-30.avi,2018-11-21 14-31-30,480,640,10.0
F1701_Pendleton,Block_J5-361,2018-11-22_Track_09-36-54.avi,2018-11-22 09-36-54,480,640,10.0
F1701_Pendleton,Block_J5-362,2018-11-22_Track_15-08-43.avi,2018-11-22 15-08-43,480,640,10.0
F1701_Pendleton,Block_J5-363,2018-11-23_Track_08-57-41.avi,2018-11-23 08-57-41,480,640,10.0
F1701_Pendleton,Block_J5-364,2018-11-23_Track_14-49-12.avi,2018-11-23 14-49-12,480,640,10.0
F1701_Pendleton,Block_J5-365,2018-11-26_Track_09-43-25.avi,2018-11-26 09-43-25,480,640,10.0
F1701_Pendleton,Block_J5-366,2018-11-26_Track_15-41-21.avi,2018-11-26 15-41-21,480,640,10.0
F1701_Pendleton,Block_J5-367,2018-11-27_Track_09-38-19.avi,2018-11-27 09-38-19,480,640,10.0
F1701_Pendleton,Block_J5-368,2018-11-27_Track_15-46-10.avi,2018-11-27 15-46-10,480,640,10.0
F1701_Pendleton,Block_J5-369,2018-11-28_Track_10-18-18.avi,2018-11-28 10-18-18,480,640,10.0
F1701_Pendleton,Block_J5-370,2018-11-28_Track_15-08-19.avi,2018-11-28 15-08-19,480,640,10.0
F1701_Pendleton,Block_J5-371,2018-11-29_Track_09-24-12.avi,2018-11-29 09-24-12,480,640,10.0
F1701_Pendleton,Block_J5-372,2018-11-29_Track_15-02-06.avi,2018-11-29 15-02-06,480,640,10.0
F1701_Pendleton,Block_J5-373,2018-11-30_Track_10-32-41.avi,2018-11-30 10-32-41,480,640,10.0
F1701_Pendleton,Block_J5-374,2018-11-30_Track_15-41-41.avi,2018-11-30 15-41-41,480,640,10.0
F1701_Pendleton,Block_J5-375,2018-12-03_Track_09-33-32.avi,2018-12-03 09-33-32,480,640,10.0
F1701_Pendleton,Block_J5-376,2018-12-03_Track_14-51-50.avi,2018-12-03 14-51-50,480,640,10.0
F1701_Pendleton,Block_J5-377,2018-12-04_Track_09-18-34.avi,2018-12-04 09-18-34,480,640,10.0
F1701_Pendleton,Block_J5-378,2018-12-04_Track_15-07-47.avi,2018-12-04 15-07-47,480,640,30.0
F1701_Pendleton,Block_J5-379,2018-12-05_Track_09-52-38.avi,2018-12-05 09-52-38,480,640,30.0
F1701_Pendleton,Block_J5-380,2018-12-05_Track_15-06-51.avi,2018-12-05 15-06-51,480,640,30.0
F1701_Pendleton,Block_J5-381,2018-12-06_Track_09-44-13.avi,2018-12-06 09-44-13,480,640,30.0
F1701_Pendleton,Block_J5-382,2018-12-06_Track_16-03-00.avi,2018-12-06 16-03-00,480,640,30.0
F1701_Pendleton,Block_J5-383,2018-12-07_Track_10-15-53.avi,2018-12-07 10-15-53,480,640,30.0
F1701_Pendleton,Block_J5-384,2018-12-07_Track_16-35-23.avi,2018-12-07 16-35-23,480,640,30.0
F1701_Pendleton,Block_J5-385,2018-12-10_Track_09-53-22.avi,2018-12-10 09-53-22,480,640,30.0
F1701_Pendleton,Block_J5-386,2018-12-10_Track_15-32-56.avi,2018-12-10 15-32-56,480,640,30.0
F1701_Pendleton,Block_J5-387,2018-12-11_Track_09-37-16.avi,2018-12-11 09-37-16,480,640,30.0
F1701_Pendleton,Block_J5-388,2018-12-11_Track_15-35-31.avi,2018-12-11 15-35-31,480,640,30.0
F1701_Pendleton,Block_J5-389,2018-12-12_Track_09-45-23.avi,2018-12-12 09-45-23,480,640,30.0
F1701_Pendleton,Block_J5-39,2018-01-29_Track_10-08-35.avi,2018-01-29 10-08-35,240,320,10.0
F1701_Pendleton,Block_J5-390,2018-12-12_Track_16-21-38.avi,2018-12-12 16-21-38,480,640,30.0
F1701_Pendleton,Block_J5-391,2018-12-13_Track_10-27-22.avi,2018-12-13 10-27-22,480,640,30.0
F1701_Pendleton,Block_J5-392,2018-12-13_Track_16-33-07.avi,2018-12-13 16-33-07,480,640,30.0
F1701_Pendleton,Block_J5-393,2018-12-14_Track_11-12-02.avi,2018-12-14 11-12-02,480,640,30.0
F1701_Pendleton,Block_J5-394,2018-12-14_Track_15-51-56.avi,2018-12-14 15-51-56,480,640,30.0
F1701_Pendleton,Block_J5-395,2018-12-31_Track_10-25-56.avi,2018-12-31 10-25-56,480,640,30.0
F1701_Pendleton,Block_J5-396,2018-12-31_Track_15-30-34.avi,2018-12-31 15-30-34,480,640,30.0
F1701_Pendleton,Block_J5-397,2019-01-01_Track_09-28-03.avi,2019-01-01 09-28-03,480,640,30.0
F1701_Pendleton,Block_J5-398,2019-01-01_Track_15-44-48.avi,2019-01-01 15-44-48,480,640,30.0
F1701_Pendleton,Block_J5-399,2019-01-02_Track_10-17-18.avi,2019-01-02 10-17-18,480,640,30.0
F1701_Pendleton,Block_J5-4,2018-01-09_Track_14-48-02.avi,2018-01-09 14-48-02,240,320,30.00003000003
F1701_Pendleton,Block_J5-40,2018-01-29_Track_14-26-56.avi,2018-01-29 14-26-56,240,320,10.0
F1701_Pendleton,Block_J5-400,2019-01-02_Track_15-22-53.avi,2019-01-02 15-22-53,480,640,30.0
F1701_Pendleton,Block_J5-401,2019-01-03_Track_10-19-36.avi,2019-01-03 10-19-36,480,640,30.0
F1701_Pendleton,Block_J5-402,2019-01-03_Track_16-12-06.avi,2019-01-03 16-12-06,480,640,30.0
F1701_Pendleton,Block_J5-403,2019-01-04_Track_10-57-11.avi,2019-01-04 10-57-11,480,640,30.0
F1701_Pendleton,Block_J5-404,2019-01-04_Track_16-02-48.avi,2019-01-04 16-02-48,480,640,30.0
F1701_Pendleton,Block_J5-405,2019-01-07_Track_09-26-26.avi,2019-01-07 09-26-26,480,640,30.0
