Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED_Location	LED_trial_V	LED_bgnd_V	Speaker_Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	CenterPixelVal	
1	0	44.746	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.451	9	47.411	0.180	1	255	
2	0	51.648	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	3	54.285	0.120	1	255	
3	0	65.940	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.476	3	68.539	0.120	1	255	
4	0	77.519	1	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	3	87.019	0.000	0	255	
5	1	94.272	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	96.111	0.180	1	255	
6	0	120.419	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.526	3	122.400	0.120	1	255	
7	0	127.481	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.551	3	130.639	0.120	1	255	
8	0	135.706	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	3	137.443	0.120	1	255	
9	0	142.995	1	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	9	150.298	0.000	0	255	
10	1	159.720	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	9	161.944	0.000	0	255	
11	1	173.560	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	3	175.661	0.120	1	255	
12	0	189.994	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	191.572	0.180	1	255	
13	0	210.146	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.526	9	211.754	0.180	1	255	
14	0	229.711	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.526	3	231.925	0.120	1	255	
15	0	237.447	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	239.971	0.180	1	255	
16	0	257.642	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.501	9	259.297	0.180	1	255	
17	0	280.487	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	3	282.489	0.120	1	255	
18	0	287.074	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	3	288.773	0.000	0	255	
19	1	294.113	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	295.749	0.180	1	255	
20	0	316.214	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	317.975	0.180	1	255	
21	0	334.693	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	336.550	0.180	1	255	
22	0	359.054	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.501	9	360.807	0.180	1	255	
23	0	379.620	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	3	381.830	0.120	1	255	
24	0	387.132	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.526	3	388.863	0.120	1	255	
25	0	395.930	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	397.925	0.180	1	255	
26	0	412.510	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.501	9	414.147	0.180	1	255	
27	0	434.906	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.451	9	436.682	0.180	1	255	
28	0	454.118	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.526	9	456.746	0.180	1	255	
29	0	475.645	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	477.311	0.180	1	255	
30	0	495.859	1	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.451	9	502.654	0.180	1	255	
31	0	521.712	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.476	3	523.779	0.120	1	255	
32	0	528.382	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.526	3	530.811	0.120	1	255	
33	0	536.571	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.551	3	539.196	0.120	1	255	
34	0	547.086	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	3	548.804	0.120	1	255	
35	0	554.469	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.476	3	557.306	0.120	1	255	
36	0	561.910	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.451	3	564.296	0.120	1	255	
37	0	569.705	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	9	571.657	0.000	0	255	
38	1	575.864	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	3	577.751	0.120	1	255	
39	0	582.428	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.551	3	584.883	0.120	1	255	
40	0	589.384	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.526	3	591.404	0.120	1	255	
41	0	599.888	0	-30	1	0.250	2	3	0.0	0.0	5	48.0	30.000	3	0.501	3	602.342	0.120	1	255	
42	0	608.957	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	3	611.096	0.000	0	255	
43	1	619.175	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.476	9	621.273	0.180	1	255	
44	0	637.070	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.526	9	639.657	0.180	1	255	
45	0	656.756	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.551	9	658.586	0.180	1	255	
46	0	678.658	0	-30	1	0.250	2	9	0.0	0.0	11	48.0	30.000	9	0.451	9	680.597	0.180	1	255	
