vert_offset_X0,horiz_offset_X0,amplitude_X0,coldness_X0,Run,vert_offset_Xfit,horiz_offset_Xfit,amplitude_Xfit,coldness_Xfit,NegLogLik,Fold
0.648603863420854,-30.0178101218456,0.259597959515067,0.457675775102572,1,0.500000000368414,-22.8620816378721,0.269928639720717,2.78394797360209,830.445716009446,1
0.570154301250495,156.02774750135,0.215150752102955,0.708035375031594,2,0.500023826222358,156.43771844474,3.86767612274825e-06,0.000213636354645547,998.131940797179,1
0.546519027127782,44.4635687911796,0.157427319578109,0.309014054724521,3,0.50000000058591,-22.8621593510037,0.429285639252554,1.75050710794685,830.445716009631,1
0.724498843883171,-158.800518987052,0.439508645187601,0.285221347979806,4,0.50000000097291,-158.705878142903,2.21904353017425e-10,0.263549793645376,998.131940046319,1
0.608944297899064,30.9950656436365,0.308781849121026,1.17923312659984,5,0.500000007921119,-22.8620992548236,0.232146387448952,3.23704033644337,830.445717929424,1
0.795844555509844,-7.22645700132685,0.175160841924317,0.317618741664722,6,0.500000060291122,-22.8614682568596,0.441567044559051,1.70181918279829,830.445723954319,1
0.88030100276537,-178.729555661218,0.293567889580585,0.0121465409050794,7,0.521351768807119,-178.294382006153,0.00465285101463423,0.00041513359626797,998.133468796612,1
0.727062341964591,-79.7020822414278,0.0565696666721808,1.62976521428788,8,0.500000008841943,-22.8621254449702,0.259131460036669,2.89994669929961,830.445717929473,1
0.73671656349461,139.373003278299,0.44976309874087,0.0611298740708641,9,0.500013380285237,140.45883260806,2.28761816508925e-06,0.000306448876737548,998.131940646248,1
0.785463470683703,-81.3477441189953,0.338094314154172,1.20308834719964,10,0.500000001898139,-22.8620280289143,0.278133232875775,2.70182523988112,830.445716329723,1
0.502807000687275,155.855431985974,0.334025797948108,1.89982495428843,11,0.500000001113292,155.780704548825,1.82086956979451e-10,0.230509338659226,998.131940046339,1
0.86822545313366,-32.8236657842834,0.297001372471387,0.715113989930097,12,0.500000002345594,-22.8621182924932,0.343714553242068,2.18631168984776,830.445716329452,1
0.633884911889302,-138.094044220019,0.242015613672696,1.56557222492608,13,0.500025571700259,-130.106270336787,1.45169500170273e-05,0.000192374993668567,998.13194078465,1
0.884661639055226,-11.4701831114599,0.293205640136737,0.792466200201171,14,0.500000000317439,-22.8620817509996,0.232581388981695,3.23098662371125,830.44571600944,1
0.68829594983592,-27.2989625696765,0.471558809110038,0.392462509826478,15,0.500000003061684,-22.8620938427657,0.448648454245434,1.67495776703876,830.445716329427,1
0.899670253417058,-101.302187146187,0.0455328422566565,1.1238237844156,16,0.500000056891325,-22.8621227827717,0.416784039158991,1.80301282510924,830.445723930408,1
0.817820678637317,29.9882672947356,0.122792209918717,0.32166428433249,17,0.500000001735153,-22.8620948006022,0.254263335089615,2.95546894751209,830.445716329426,1
0.560320633401211,94.137230787488,0.0760990843023042,0.354891149256222,18,0.500015099452773,94.4737077251785,5.38955435980766e-06,0.000338981043227703,998.13194080545,1
0.656463996194391,8.16188478371848,0.0504525407605383,0.946086168943162,19,0.500000003079763,-22.8620168216643,0.450843961163765,1.66680067600042,830.445716330223,1
