nCorrect,nTrials,pCorrect,Fold
558,838,66.5871121718377,1
530,838,63.2458233890215,2
537,838,64.0811455847255,3
529,839,63.0512514898689,4
547,838,65.2744630071599,5
539,838,64.3198090692124,6
558,838,66.5871121718377,7
560,838,66.8257756563246,8
551,838,65.7517899761337,9
558,838,66.5871121718377,10
530,838,63.2458233890215,11
530,839,63.1704410011919,12
544,838,64.9164677804296,13
549,839,65.435041716329,14
564,839,67.222884386174,15
547,838,65.2744630071599,16
558,838,66.5871121718377,17
546,839,65.07747318236,18
524,838,62.5298329355609,19
545,838,65.035799522673,20
